"","annotated_genes","seqnames","start","end","width","strand","startCpG","endCpG","target","region","lenCpG","bp","tg_mean","bg_mean","delta_means","delta_quants","delta_maxmin","ttest","direction","segment_id","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","SH.SY5Y_C2","SH.SY5Y_C1","SH.SY5Y_J2","SH.SY5Y_J4","SH.SY5Y_C4","SH.SY5Y_J3","SH.SY5Y_J1","SH.SY5Y_C3","type","description"
"5718","MAP3K14","chr17",45729747,45730069,323,"*",23575266,23575269,"R","chr17:45729747-45730069","3CpGs","322bp",0,0.367,0.367,0.335,0.333,0.00816,"U","chr17:45729747-45730069",-412718,"ENSG00000006062",227.396932211322,-0.596635279038561,0.149178172981874,4.11070146597253e-06,3.36265465940911e-05,166.568646434232,140.287986894651,298.342833573464,225.940619445649,198.702204745167,291.562381904301,301.085974972599,196.684809720512,"protein_coding","mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]"
"5719","MAP3K14","chr17",45733635,45734318,684,"*",23575288,23575292,"R","chr17:45733635-45734318","4CpGs","683bp",0.113,0.437,0.323,0.301,0.286,0.00895,"U","chr17:45733635-45734318",-416606,"ENSG00000006062",227.396932211322,-0.596635279038561,0.149178172981874,4.11070146597253e-06,3.36265465940911e-05,166.568646434232,140.287986894651,298.342833573464,225.940619445649,198.702204745167,291.562381904301,301.085974972599,196.684809720512,"protein_coding","mitogen-activated protein kinase kinase kinase 14 [Source:HGNC Symbol;Acc:HGNC:6853]"
"5737","MAP3K7","chr6",90652777,90652817,41,"*",10145265,10145268,"R","chr6:90652777-90652817","3CpGs","40bp",0.429,0.0455,0.383,0.34,0.338,0.0138,"M","chr6:90652777-90652817",-65691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5738","MAP3K7","chr6",90970154,90970203,50,"*",10147235,10147239,"R","chr6:90970154-90970203","4CpGs","49bp",0.892,0.546,0.346,0.272,0.26,0.0403,"M","chr6:90970154-90970203",-383068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5739","MAP3K7","chr6",91202777,91202795,19,"*",10148632,10148635,"R","chr6:91202777-91202795","3CpGs","18bp",0.833,0.324,0.509,0.461,0.458,0.00992,"M","chr6:91202777-91202795",-615691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5740","MAP3K7","chr6",91305335,91305379,45,"*",10149169,10149172,"R","chr6:91305335-91305379","3CpGs","44bp",0.5,0.854,0.354,0.334,0.333,0.00344,"U","chr6:91305335-91305379",-718249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5783","MBOAT1","chr6",19943677,19944250,574,"*",9532295,9532302,"R","chr6:19943677-19944250","7CpGs","573bp",0.481,0,0.481,0.441,0.4,0.0273,"M","chr6:19943677-19944250",268219,"ENSG00000172197",585.26095001215,0.516729417243722,0.0814910596705333,2.25275481704544e-11,4.2298114813911e-10,712.913806738513,676.347774215675,491.484888366202,498.722586825151,674.452054963596,463.251635969963,455.416207427108,709.498645590995,"protein_coding","membrane bound O-acyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21579]"
"5795","MBTPS2","chrX",21771169,21772979,1811,"*",28076427,28076440,"R","chrX:21771169-21772979","13CpGs","1810bp",0.764,0.294,0.47,0.386,0.375,0.0295,"M","chrX:21771169-21772979",-66638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5913","MGST2","chr4",140100232,140100774,543,"*",7343057,7343061,"R","chr4:140100232-140100774","4CpGs","542bp",0.885,0.31,0.576,0.532,0.509,0.00727,"M","chr4:140100232-140100774",434464,"ENSG00000085871",217.850040104514,0.71470821436006,0.130960642473013,1.92946532347028e-09,2.7918204522277e-08,248.742512008453,310.230345002805,170.129384434454,158.433970952741,284.995733663068,171.689254065663,142.968497549882,255.610623159045,"protein_coding","microsomal glutathione S-transferase 2 [Source:HGNC Symbol;Acc:HGNC:7063]"
"5914","MGST3","chr1",165571147,165571157,11,"*",1625659,1625662,"R","chr1:165571147-165571157","3CpGs","10bp",0.929,0.347,0.581,0.453,0.413,0.0405,"M","chr1:165571147-165571157",-60056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6009","MME","chr3",154736329,154737094,766,"*",5864381,5864384,"R","chr3:154736329-154737094","3CpGs","765bp",0.964,0.283,0.681,0.552,0.529,0.0306,"M","chr3:154736329-154737094",-287030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6010","MME","chr3",154743909,154745806,1898,"*",5864413,5864423,"R","chr3:154743909-154745806","10CpGs","1897bp",0.925,0.475,0.45,0.389,0.35,0.0295,"M","chr3:154743909-154745806",-278318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6011","MME","chr3",154624927,154626626,1700,"*",5863773,5863787,"R","chr3:154624927-154626626","14CpGs","1699bp",0.916,0.365,0.551,0.449,0.412,0.0303,"M","chr3:154624927-154626626",-397498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6012","MME","chr3",154666157,154667763,1607,"*",5863984,5863995,"R","chr3:154666157-154667763","11CpGs","1606bp",0.931,0.496,0.435,0.337,0.299,0.0458,"M","chr3:154666157-154667763",-356361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6013","MME","chr3",154681601,154682944,1344,"*",5864066,5864078,"R","chr3:154681601-154682944","12CpGs","1343bp",0.92,0.452,0.468,0.432,0.419,0.00549,"M","chr3:154681601-154682944",-341180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6014","MME","chr3",154690930,154691326,397,"*",5864129,5864133,"R","chr3:154690930-154691326","4CpGs","396bp",0.909,0.163,0.747,0.666,0.618,0.0169,"M","chr3:154690930-154691326",-332798,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6015","MME","chr3",154812605,154814321,1717,"*",5864747,5864762,"R","chr3:154812605-154814321","15CpGs","1716bp",0.896,0.329,0.567,0.471,0.417,0.0381,"M","chr3:154812605-154814321",-209803,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6016","MME","chr3",154966726,154966861,136,"*",5865659,5865668,"R","chr3:154966726-154966861","9CpGs","135bp",0.959,0.658,0.301,0.257,0.254,0.022,"M","chr3:154966726-154966861",-57263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6017","MME","chr3",155189722,155190493,772,"*",5867213,5867220,"R","chr3:155189722-155190493","7CpGs","771bp",0.905,0.466,0.439,0.379,0.341,0.0299,"M","chr3:155189722-155190493",165598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6194","MYC","chr8",127394385,127395274,890,"*",13561462,13561469,"R","chr8:127394385-127395274","7CpGs","889bp",0.469,0.127,0.342,0.297,0.266,0.0315,"M","chr8:127394385-127395274",-340160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6195","MYC","chr8",127376795,127377485,691,"*",13561321,13561327,"R","chr8:127376795-127377485","6CpGs","690bp",0.938,0.621,0.316,0.264,0.232,0.041,"M","chr8:127376795-127377485",-357949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6354","NDUFA10","chr2",239794102,239794184,83,"*",4517574,4517577,"R","chr2:239794102-239794184","3CpGs","82bp",0.0417,0.375,0.333,0.312,0.292,0.0153,"U","chr2:239794102-239794184",231559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6355","NDUFA4","chr7",10761806,10762889,1084,"*",11011390,11011393,"R","chr7:10761806-10762889","3CpGs","1083bp",0.492,0.95,0.458,0.365,0.317,0.0482,"U","chr7:10761806-10762889",177264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6356","NDUFA8","chr9",122180581,122180752,172,"*",14719544,14719547,"R","chr9:122180581-122180752","3CpGs","171bp",0.933,0.394,0.539,0.448,0.412,0.0268,"M","chr9:122180581-122180752",-20802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6357","NDUFB8","chr10",100634647,100635218,572,"*",16025615,16025622,"R","chr10:100634647-100635218","7CpGs","571bp",0.555,1,0.445,0.428,0.412,0.00554,"U","chr10:100634647-100635218",-104647,"ENSG00000166136",398.67151634277,0.354463676445731,0.140623141464672,0.00344391196498492,0.0136710320026611,362.009191583731,591.946871531088,356.696390553397,312.734881793672,489.375144258097,343.378508131325,344.639292107,388.591850783845,"protein_coding","NADH:ubiquinone oxidoreductase subunit B8 [Source:HGNC Symbol;Acc:HGNC:7703]"
"6358","NDUFS4","chr5",53504324,53505081,758,"*",8233560,8233566,"R","chr5:53504324-53505081","6CpGs","757bp",0.0862,0.466,0.379,0.32,0.276,0.0497,"U","chr5:53504324-53505081",-55552,"ENSG00000164258",906.616717215064,0.239809397385656,0.100063398076945,0.00945092730236829,0.0325008416421697,992.749132748023,1126.86610611313,909.82236023643,807.324408507013,1016.21984712528,754.814017874264,811.417234438735,833.720630677634,"protein_coding","NADH:ubiquinone oxidoreductase subunit S4 [Source:HGNC Symbol;Acc:HGNC:7711]"
"6359","NDUFS4","chr5",53816146,53818004,1859,"*",8235703,8235708,"R","chr5:53816146-53818004","5CpGs","1858bp",0.325,0,0.325,0.305,0.286,0.0141,"M","chr5:53816146-53818004",255513,"ENSG00000164258",906.616717215064,0.239809397385656,0.100063398076945,0.00945092730236829,0.0325008416421697,992.749132748023,1126.86610611313,909.82236023643,807.324408507013,1016.21984712528,754.814017874264,811.417234438735,833.720630677634,"protein_coding","NADH:ubiquinone oxidoreductase subunit S4 [Source:HGNC Symbol;Acc:HGNC:7711]"
"6360","NDUFS4","chr5",53798395,53798457,63,"*",8235541,8235548,"R","chr5:53798395-53798457","7CpGs","62bp",0.103,0.608,0.505,0.496,0.495,0.000259,"U","chr5:53798395-53798457",237762,"ENSG00000164258",906.616717215064,0.239809397385656,0.100063398076945,0.00945092730236829,0.0325008416421697,992.749132748023,1126.86610611313,909.82236023643,807.324408507013,1016.21984712528,754.814017874264,811.417234438735,833.720630677634,"protein_coding","NADH:ubiquinone oxidoreductase subunit S4 [Source:HGNC Symbol;Acc:HGNC:7711]"
"6361","NDUFS6","chr5",1349307,1349544,238,"*",7780668,7780678,"R","chr5:1349307-1349544","10CpGs","237bp",0.612,0.181,0.431,0.34,0.316,0.0371,"M","chr5:1349307-1349544",-451863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6362","NDUFS6","chr5",1395639,1396247,609,"*",7781711,7781726,"R","chr5:1395639-1396247","15CpGs","608bp",0.439,0.124,0.315,0.284,0.258,0.0247,"M","chr5:1395639-1396247",-405160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6363","NDUFS6","chr5",1370640,1370902,263,"*",7781094,7781103,"R","chr5:1370640-1370902","9CpGs","262bp",0.639,1,0.361,0.342,0.323,0.0113,"U","chr5:1370640-1370902",-430505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6364","NDUFS6","chr5",1393492,1393940,449,"*",7781635,7781656,"R","chr5:1393492-1393940","21CpGs","448bp",0.448,0.087,0.361,0.329,0.326,0.00827,"M","chr5:1393492-1393940",-407467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6365","NDUFS6","chr5",1396294,1396377,84,"*",7781726,7781731,"R","chr5:1396294-1396377","5CpGs","83bp",0.921,0.404,0.517,0.42,0.409,0.0333,"M","chr5:1396294-1396377",-405030,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6366","NDUFS6","chr5",1651172,1651321,150,"*",7788121,7788125,"R","chr5:1651172-1651321","4CpGs","149bp",0.413,0,0.413,0.397,0.381,0.00587,"M","chr5:1651172-1651321",-150086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6367","NDUFV3","chr21",42830880,42831018,139,"*",27128307,27128311,"R","chr21:42830880-42831018","4CpGs","138bp",0.0833,0.388,0.304,0.292,0.292,0.00168,"U","chr21:42830880-42831018",-48626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6376","NEO1","chr15",72863623,72863804,182,"*",21392327,21392330,"R","chr15:72863623-72863804","3CpGs","181bp",0.873,0.45,0.423,0.368,0.357,0.015,"M","chr15:72863623-72863804",-187906,"ENSG00000067141",4063.46336214926,-0.333847552177396,0.0741970192130865,2.43010960087294e-06,2.08083635728353e-05,3831.07886798734,3194.68822188551,4517.0584388974,4437.5288733807,3501.70056819483,4421.38497969997,4865.66297290625,3738.60397424211,"protein_coding","neogenin 1 [Source:HGNC Symbol;Acc:HGNC:7754]"
"6397","NFKBIA","chr14",35356438,35356900,463,"*",20103747,20103751,"R","chr14:35356438-35356900","4CpGs","462bp",0.974,0.646,0.328,0.271,0.255,0.0253,"M","chr14:35356438-35356900",47849,"ENSG00000100906",980.894642066718,-0.381840742509066,0.124416528947972,0.000539320282688421,0.00271014955580915,724.018383167462,1084.66565477084,1220.49341007326,1016.73278750542,723.276025272408,1116.75352644512,1161.73739399805,799.479955301189,"protein_coding","NFKB inhibitor alpha [Source:HGNC Symbol;Acc:HGNC:7797]"
"6493","NLRP3","chr1",247250285,247250318,34,"*",2358543,2358546,"R","chr1:247250285-247250318","3CpGs","33bp",0.608,0.0625,0.545,0.482,0.475,0.0131,"M","chr1:247250285-247250318",-82013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6494","NLRP3","chr1",247378832,247378893,62,"*",2360560,2360564,"R","chr1:247378832-247378893","4CpGs","61bp",0.5,0.118,0.382,0.34,0.304,0.0335,"M","chr1:247378832-247378893",46501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6507","NOG","chr17",56777949,56778083,135,"*",23694144,23694147,"R","chr17:56777949-56778083","3CpGs","134bp",0.115,0.635,0.52,0.419,0.389,0.0317,"U","chr17:56777949-56778083",184250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6508","NOG","chr17",56768075,56768229,155,"*",23694069,23694073,"R","chr17:56768075-56768229","4CpGs","154bp",0.519,0.167,0.352,0.288,0.255,0.0399,"M","chr17:56768075-56768229",174376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6517","NOS1","chr12",117818716,117819622,907,"*",18829561,18829569,"R","chr12:117818716-117819622","8CpGs","906bp",0.348,0.833,0.485,0.398,0.386,0.0292,"U","chr12:117818716-117819622",-366546,"ENSG00000089250",13.5158748604948,2.31057712362003,0.667422284316779,5.43433788219671e-06,4.34296117475493e-05,35.5346445726362,6.84331643388541,0.821881084224418,5.51074681574753,27.2505880793372,4.64025010988277,2.8404337261566,24.6851380620885,"protein_coding","nitric oxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:7872]"
"6518","NOS1","chr12",117861175,117861377,203,"*",18830112,18830115,"R","chr12:117861175-117861377","3CpGs","202bp",0.354,0.9,0.546,0.44,0.425,0.0333,"U","chr12:117861175-117861377",-409005,"ENSG00000089250",13.5158748604948,2.31057712362003,0.667422284316779,5.43433788219671e-06,4.34296117475493e-05,35.5346445726362,6.84331643388541,0.821881084224418,5.51074681574753,27.2505880793372,4.64025010988277,2.8404337261566,24.6851380620885,"protein_coding","nitric oxide synthase 1 [Source:HGNC Symbol;Acc:HGNC:7872]"
"6519","NOS2","chr17",27668197,27668456,260,"*",23314163,23314167,"R","chr17:27668197-27668456","4CpGs","259bp",0.432,0.883,0.451,0.393,0.357,0.0252,"U","chr17:27668197-27668456",132073,"ENSG00000007171",36.1235575095004,2.08639127292485,0.302203072011045,2.58529023564757e-13,6.22504375722362e-12,59.9647127163236,67.2926115998732,13.9719784318151,8.26612022362129,62.4492643484811,12.3740002930207,16.0957911148874,48.5739813479806,"protein_coding","nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]"
"6520","NOS2","chr17",27705428,27706612,1185,"*",23314414,23314422,"R","chr17:27705428-27706612","8CpGs","1184bp",0.94,0.592,0.348,0.31,0.28,0.0289,"M","chr17:27705428-27706612",93917,"ENSG00000007171",36.1235575095004,2.08639127292485,0.302203072011045,2.58529023564757e-13,6.22504375722362e-12,59.9647127163236,67.2926115998732,13.9719784318151,8.26612022362129,62.4492643484811,12.3740002930207,16.0957911148874,48.5739813479806,"protein_coding","nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]"
"6551","NOX4","chr11",89687481,89689377,1897,"*",17351812,17351825,"R","chr11:89687481-89689377","13CpGs","1896bp",0.785,0.421,0.363,0.335,0.326,0.00523,"M","chr11:89687481-89689377",-97870,"ENSG00000086991",151.092900446945,1.35990429089987,0.170281266476591,1.72828856948637e-17,6.22495072707661e-16,190.99871457792,277.154315572359,77.2568219170953,86.7942623480236,186.212351875471,81.2043769229485,86.1598230267501,222.962537334993,"protein_coding","NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]"
"6552","NOX4","chr11",89676923,89677694,772,"*",17351759,17351768,"R","chr11:89676923-89677694","9CpGs","771bp",0.784,0.259,0.525,0.409,0.376,0.04,"M","chr11:89676923-89677694",-87312,"ENSG00000086991",151.092900446945,1.35990429089987,0.170281266476591,1.72828856948637e-17,6.22495072707661e-16,190.99871457792,277.154315572359,77.2568219170953,86.7942623480236,186.212351875471,81.2043769229485,86.1598230267501,222.962537334993,"protein_coding","NADPH oxidase 4 [Source:HGNC Symbol;Acc:HGNC:7891]"
"6603","NR4A2","chr2",155600550,155600557,8,"*",3800126,3800129,"R","chr2:155600550-155600557","3CpGs","7bp",0.3,0.8,0.5,0.45,0.4,0.0377,"U","chr2:155600550-155600557",741791,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6604","NR4A2","chr2",155962365,155963294,930,"*",3802003,3802009,"R","chr2:155962365-155963294","6CpGs","929bp",0.16,0.487,0.327,0.306,0.297,0.00423,"U","chr2:155962365-155963294",379054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7212","PDSS1","chr10",26637707,26637931,225,"*",15338527,15338536,"R","chr10:26637707-26637931","9CpGs","224bp",0.553,0.156,0.397,0.329,0.3,0.029,"M","chr10:26637707-26637931",-59770,"ENSG00000148459",657.853657216893,0.398187999852767,0.0904963473435687,2.48913640113742e-06,2.12508181587586e-05,681.820992737457,823.479077544211,522.71636956673,608.937523140102,734.630436972132,563.017013332443,551.04414287438,777.18370156769,"protein_coding","decaprenyl diphosphate synthase subunit 1 [Source:HGNC Symbol;Acc:HGNC:17759]"
"7213","PDSS1","chr10",26638039,26638105,67,"*",15338537,15338542,"R","chr10:26638039-26638105","5CpGs","66bp",0.789,0.13,0.659,0.531,0.519,0.0368,"M","chr10:26638039-26638105",-59596,"ENSG00000148459",657.853657216893,0.398187999852767,0.0904963473435687,2.48913640113742e-06,2.12508181587586e-05,681.820992737457,823.479077544211,522.71636956673,608.937523140102,734.630436972132,563.017013332443,551.04414287438,777.18370156769,"protein_coding","decaprenyl diphosphate synthase subunit 1 [Source:HGNC Symbol;Acc:HGNC:17759]"
"7229","PEX10","chr1",2552757,2552818,62,"*",69785,69788,"R","chr1:2552757-2552818","3CpGs","61bp",0.8,0.188,0.613,0.553,0.55,0.0103,"M","chr1:2552757-2552818",-138960,"ENSG00000157911",453.76821047842,-0.269682543226496,0.113147371063603,0.00837165945007027,0.0294315268350787,355.346445726362,471.048281199113,494.772412703099,432.593625036181,373.560144920914,514.294387178674,568.086745231319,420.443641831701,"protein_coding","peroxisomal biogenesis factor 10 [Source:HGNC Symbol;Acc:HGNC:8851]"
"7230","PEX10","chr1",2530511,2530604,94,"*",69061,69068,"R","chr1:2530511-2530604","7CpGs","93bp",0.887,0.438,0.45,0.363,0.333,0.0321,"M","chr1:2530511-2530604",-116714,"ENSG00000157911",453.76821047842,-0.269682543226496,0.113147371063603,0.00837165945007027,0.0294315268350787,355.346445726362,471.048281199113,494.772412703099,432.593625036181,373.560144920914,514.294387178674,568.086745231319,420.443641831701,"protein_coding","peroxisomal biogenesis factor 10 [Source:HGNC Symbol;Acc:HGNC:8851]"
"7231","PEX2","chr8",78000187,78000953,767,"*",13203517,13203523,"R","chr8:78000187-78000953","6CpGs","766bp",0.69,1,0.31,0.298,0.286,0.00587,"U","chr8:78000187-78000953",-999143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7232","PEX5L","chr3",180315681,180316534,854,"*",6041216,6041225,"R","chr3:180315681-180316534","9CpGs","853bp",0.858,0.0517,0.806,0.719,0.679,0.0126,"M","chr3:180315681-180316534",-278628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7233","PEX5L","chr3",180364049,180365198,1150,"*",6041500,6041508,"R","chr3:180364049-180365198","8CpGs","1149bp",0.894,0.554,0.34,0.27,0.248,0.0354,"M","chr3:180364049-180365198",-326996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7234","PEX5L","chr3",180412556,180414049,1494,"*",6041709,6041718,"R","chr3:180412556-180414049","9CpGs","1493bp",0.967,0.415,0.551,0.507,0.489,0.00637,"M","chr3:180412556-180414049",-375503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7298","PIK3C3","chr18",42139370,42141363,1994,"*",24521065,24521072,"R","chr18:42139370-42141363","7CpGs","1993bp",0.881,0.565,0.316,0.275,0.267,0.0141,"M","chr18:42139370-42141363",184136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7299","PIK3C3","chr18",42597366,42597699,334,"*",24523386,24523389,"R","chr18:42597366-42597699","3CpGs","333bp",0.81,0.408,0.401,0.381,0.369,0.00393,"M","chr18:42597366-42597699",642132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7314","PITX2","chr4",110402992,110403213,222,"*",7148914,7148923,"R","chr4:110402992-110403213","9CpGs","221bp",0.806,0.186,0.62,0.548,0.505,0.0201,"M","chr4:110402992-110403213",238910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7315","PITX2","chr4",110410376,110410966,591,"*",7148977,7148987,"R","chr4:110410376-110410966","10CpGs","590bp",0.6,0.293,0.307,0.257,0.254,0.0286,"M","chr4:110410376-110410966",231157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7316","PITX2","chr4",110487349,110488682,1334,"*",7149657,7149665,"R","chr4:110487349-110488682","8CpGs","1333bp",0.932,0.628,0.304,0.258,0.224,0.0482,"M","chr4:110487349-110488682",153441,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7317","PITX2","chr4",110368004,110368078,75,"*",7148670,7148674,"R","chr4:110368004-110368078","4CpGs","74bp",0.556,0.879,0.322,0.288,0.274,0.0112,"U","chr4:110368004-110368078",274045,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7318","PITX2","chr4",110439280,110440161,882,"*",7149219,7149225,"R","chr4:110439280-110440161","6CpGs","881bp",0,0.417,0.417,0.337,0.333,0.0377,"U","chr4:110439280-110440161",201962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7319","PITX2","chr4",110483716,110484601,886,"*",7149627,7149635,"R","chr4:110483716-110484601","8CpGs","885bp",0.347,0.656,0.31,0.263,0.244,0.0217,"U","chr4:110483716-110484601",157522,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7320","PITX2","chr4",110587843,110587877,35,"*",7150386,7150390,"R","chr4:110587843-110587877","4CpGs","34bp",0.0263,0.338,0.311,0.262,0.247,0.021,"U","chr4:110587843-110587877",54246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7321","PITX2","chr4",111196877,111198785,1909,"*",7154865,7154869,"R","chr4:111196877-111198785","4CpGs","1908bp",0.0385,0.394,0.355,0.279,0.256,0.0384,"U","chr4:111196877-111198785",-554754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7343","PLA2G4A","chr1",187776557,187776872,316,"*",1799801,1799805,"R","chr1:187776557-187776872","4CpGs","315bp",0.476,0.887,0.411,0.371,0.342,0.0195,"U","chr1:187776557-187776872",947608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7562","PPARA","chr22",46116976,46117366,391,"*",27750763,27750770,"R","chr22:46116976-46117366","7CpGs","390bp",0.969,0.541,0.428,0.408,0.392,0.00541,"M","chr22:46116976-46117366",-33155,"ENSG00000186951",1422.06727231768,-0.790981319784611,0.125831046244677,1.12693901753539e-11,2.21010928740632e-10,1224.83478011305,750.483702249434,1873.88887203167,1826.81256942031,1000.32367074567,1832.12541838538,1762.01572145914,1106.0534441368,"protein_coding","peroxisome proliferator activated receptor alpha [Source:HGNC Symbol;Acc:HGNC:9232]"
"7595","PPIF","chr10",79112601,79112922,322,"*",15831721,15831727,"R","chr10:79112601-79112922","6CpGs","321bp",0.513,0.859,0.346,0.3,0.292,0.0151,"U","chr10:79112601-79112922",-234547,"ENSG00000108179",2980.73258836215,0.457482567936669,0.11239112059866,7.0783910670934e-06,5.5310564813631e-05,3157.03107875015,4290.75940404615,2671.11352372936,2153.32431825335,3280.28954005022,2325.53868006958,2702.19928481698,3265.60487718145,"protein_coding","peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259]"
"7596","PPIF","chr10",79269602,79269911,310,"*",15834363,15834373,"R","chr10:79269602-79269911","10CpGs","309bp",0.149,0.643,0.494,0.441,0.432,0.0104,"U","chr10:79269602-79269911",-77558,"ENSG00000108179",2980.73258836215,0.457482567936669,0.11239112059866,7.0783910670934e-06,5.5310564813631e-05,3157.03107875015,4290.75940404615,2671.11352372936,2153.32431825335,3280.28954005022,2325.53868006958,2702.19928481698,3265.60487718145,"protein_coding","peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259]"
"7629","PPP2R1B","chr11",111639522,111640798,1277,"*",17502505,17502510,"R","chr11:111639522-111640798","5CpGs","1276bp",1,0.562,0.438,0.378,0.375,0.0198,"M","chr11:111639522-111640798",125591,"ENSG00000137713",2611.30316136095,-0.166551903155684,0.0656838584629514,0.00869602939828009,0.0303951941535314,2431.90223793979,2652.92567086958,2761.52044299404,2905.54125860288,2415.08336853126,2745.48131501397,2671.90132507131,2306.06967186478,"protein_coding","protein phosphatase 2 scaffold subunit Abeta [Source:HGNC Symbol;Acc:HGNC:9303]"
