"","annotated_genes","seqnames","start","end","width","strand","segment_id","average_shap_value","reliability_shap_value","shap_variance","z_score","avg_meth_R","avg_meth_S","diff","direction","mean_coef","gene_symbol","avg_depth","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","RPMI8226_1_3b","JJN3_1_3b","OPM_4_1","MM1R_1_2","OPM_2_1","OPM_3_3","JJN3_4_2b","OPM_4_3","RPMI8226_4_1b","MM1R_3_1","MM1R_2_2","RPMI8226_2_3b","JJN3_2_2b","JJN3_3_3b","RPMI8226_3_2b","MM1R_4_2","type","description"
"63","ADAMTS18","chr16",77255038,77256931,1894,"*","chr16:77255038-77256931",7.72229775417346e-05,7.72229775417346e-05,2.55824348318863e-08,2.21488009982391,0,0.47,-0.47,"U",1.6729622198502e-05,"",3.37,178103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","ADAMTS19","chr5",129356360,129358176,1817,"*","chr5:129356360-129358176",8.57235012022786e-05,8.57235012022786e-05,3.14314935397419e-08,2.54082507235259,0,0.56,-0.56,"U",1.67296221985043e-05,"",1.0525,-102105,"ENSG00000145808",14.6435798820213,-2.46611324702213,1.69015296264491,0.00519573449852678,0.0177481847561315,0,0,0,72.0563344311519,0,0,3.23654601754871,0,0,48.6287309606174,55.1914224968723,2.21973465601813,3.17999662604228,4.06509438748279,0,45.7194185366079,"protein_coding","ADAM metallopeptidase with thrombospondin type 1 motif 19 [Source:HGNC Symbol;Acc:HGNC:17111]"
"65","ADAMTS2","chr5",179232982,179233052,71,"*","chr5:179232982-179233052",-0.0001309931123325,0.0001309931123325,7.58669664308381e-08,4.27664779874922,0.375,0,0.375,"M",-4.27346502951297e-05,"",5.0575,112409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","ADAMTS2","chr5",179193362,179194928,1567,"*","chr5:179193362-179194928",-7.65784853468066e-05,7.65784853468066e-05,2.46881973733117e-08,2.19016762337427,0.315,0,0.315,"M",-4.27346502951237e-05,"",2.285,150533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","ADAMTS5","chr21",27510376,27510409,34,"*","chr21:27510376-27510409",-9.19568290442524e-05,9.19568290442524e-05,3.6745274564821e-08,2.77983645016273,0.69,1,-0.31,"U",4.27346502951429e-05,"",2.4175,-543288,"ENSG00000154736",6.74174349487485,5.11296453697238,1.23142106306146,2.13375493043806e-06,1.91545128930273e-05,3.07729960759703,29.8354965082034,0,0,0,0,3.23654601754871,1.79700208648864,30.4654893848597,0,0,23.3072138881904,0.79499915651057,0,15.3538492685991,0,"protein_coding","ADAM metallopeptidase with thrombospondin type 1 motif 5 [Source:HGNC Symbol;Acc:HGNC:221]"
"68","ADAMTS5","chr21",27093083,27093582,500,"*","chr21:27093083-27093582",-0.0001549639251058,0.0001549639251058,1.05938319921564e-07,5.1957871627338,0.57,1,-0.43,"U",4.27346502951226e-05,"",2.33,-125995,"ENSG00000154736",6.74174349487485,5.11296453697238,1.23142106306146,2.13375493043806e-06,1.91545128930273e-05,3.07729960759703,29.8354965082034,0,0,0,0,3.23654601754871,1.79700208648864,30.4654893848597,0,0,23.3072138881904,0.79499915651057,0,15.3538492685991,0,"protein_coding","ADAM metallopeptidase with thrombospondin type 1 motif 5 [Source:HGNC Symbol;Acc:HGNC:221]"
"69","ADAMTS9","chr3",64627121,64627342,222,"*","chr3:64627121-64627342",-8.80824845289136e-05,8.80824845289136e-05,3.35287741388698e-08,2.63127817692596,0.625,1,-0.375,"U",4.27346502951094e-05,"",2.4375,60658,"ENSG00000163638",81.0636562658761,6.28687756012049,1.58153064918809,2.30049870898827e-06,2.05232456166007e-05,294.651437427416,0,0,2.18352528579248,0,0,368.157109496165,0,0,1.90700905727912,0,0,290.969691282869,336.589815283575,0.731135679457102,1.82877674146432,"protein_coding","ADAM metallopeptidase with thrombospondin type 1 motif 9 [Source:HGNC Symbol;Acc:HGNC:13202]"
"70","ADAMTS9","chr3",64454898,64455245,348,"*","chr3:64454898-64455245",-7.66147924987902e-05,7.66147924987902e-05,2.62747170402319e-08,2.19155978862532,0.565,1,-0.435,"U",4.27346502951236e-05,"",1.8525,232755,"ENSG00000163638",81.0636562658761,6.28687756012049,1.58153064918809,2.30049870898827e-06,2.05232456166007e-05,294.651437427416,0,0,2.18352528579248,0,0,368.157109496165,0,0,1.90700905727912,0,0,290.969691282869,336.589815283575,0.731135679457102,1.82877674146432,"protein_coding","ADAM metallopeptidase with thrombospondin type 1 motif 9 [Source:HGNC Symbol;Acc:HGNC:13202]"
"71","ADAMTSL2","chr9",133489032,133489317,286,"*","chr9:133489032-133489317",-0.0001017089708301,0.0001017089708301,4.53744669288597e-08,3.15377359961684,0.335,0,0.335,"M",-4.27346502951297e-05,"",19.8825,-42847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","ADAMTSL2","chr9",133434274,133434557,284,"*","chr9:133434274-133434557",-9.89698239136528e-05,9.89698239136528e-05,4.28737167091636e-08,3.04874346240487,0.45,0.04,0.41,"M",-4.27346502951308e-05,"",25.3025,-97607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","ADAMTSL2","chr9",133528743,133528975,233,"*","chr9:133528743-133528975",-0.0001093871111216,0.0001093871111216,5.27049049484886e-08,3.44818501782212,0.325,0,0.325,"M",-4.27346502951117e-05,"",5.295,-3189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","ADAMTSL2","chr9",133457947,133457994,48,"*","chr9:133457947-133457994",-7.40518538801117e-05,7.40518538801117e-05,2.28889565971398e-08,2.09328620090091,0.445,0.05,0.395,"M",-4.2734650295144e-05,"",26.9675,-74170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","ADAMTSL2","chr9",133448257,133449667,1411,"*","chr9:133448257-133449667",-9.39001280705169e-05,9.39001280705169e-05,3.8403959130145e-08,2.85435051223997,0.44,0.02,0.42,"M",-4.27346502951297e-05,"",25.2125,-82497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","ADAMTSL2","chr9",133528514,133528641,128,"*","chr9:133528514-133528641",-7.70345873244763e-05,7.70345873244763e-05,2.50184616470038e-08,2.20765644553612,0.565,0,0.565,"M",-4.2734650295138e-05,"",5.4225,-3523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","ADAMTSL5","chr19",1542476,1542524,49,"*","chr19:1542476-1542524",-9.80767632109436e-05,9.80767632109436e-05,4.20713846818687e-08,3.01449984897172,0.38,0,0.38,"M",-4.27346502951297e-05,"",6.015,-28872,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","ADAMTSL5","chr19",1525032,1525087,56,"*","chr19:1525032-1525087",-7.33970436970177e-05,7.33970436970177e-05,2.24310368691781e-08,2.06817809042876,0.545,0,0.545,"M",-4.27346502951429e-05,"",7.4075,-11428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","ADAP1","chr7",903211,903243,33,"*","chr7:903211-903243",-8.25797253871488e-05,8.25797253871488e-05,2.91674149140602e-08,2.42027980212941,0.5,0,0.5,"M",-4.2734650295144e-05,"",12.3925,72306,"ENSG00000105963",60.670688806858,6.17356019211022,0.891783783989764,3.5295079115087e-13,9.38222796218237e-12,231.566795471677,28.0804673018385,0,0,0,0,166.682119903758,1.79700208648864,36.9278659210421,7.62803622911646,0.823752574580183,34.4058871682811,215.444771414365,213.010945904098,34.3633769344838,0,"protein_coding","ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486]"
"80","ADAP1","chr7",934570,934838,269,"*","chr7:934570-934838",-9.16582090668533e-05,9.16582090668533e-05,3.64930753931371e-08,2.76838613436847,0.335,0,0.335,"M",-4.27346502951117e-05,"",6.055,40711,"ENSG00000105963",60.670688806858,6.17356019211022,0.891783783989764,3.5295079115087e-13,9.38222796218237e-12,231.566795471677,28.0804673018385,0,0,0,0,166.682119903758,1.79700208648864,36.9278659210421,7.62803622911646,0.823752574580183,34.4058871682811,215.444771414365,213.010945904098,34.3633769344838,0,"protein_coding","ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486]"
"81","ADAP1","chr7",918116,918260,145,"*","chr7:918116-918260",-0.0001032076606017,0.0001032076606017,4.6768177089083e-08,3.21123951771258,0.48,0,0.48,"M",-4.27346502951297e-05,"",8.8925,57289,"ENSG00000105963",60.670688806858,6.17356019211022,0.891783783989764,3.5295079115087e-13,9.38222796218237e-12,231.566795471677,28.0804673018385,0,0,0,0,166.682119903758,1.79700208648864,36.9278659210421,7.62803622911646,0.823752574580183,34.4058871682811,215.444771414365,213.010945904098,34.3633769344838,0,"protein_coding","ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486]"
"82","ADAP1","chr7",913046,913167,122,"*","chr7:913046-913167",-0.0001154851227716,0.0001154851227716,5.88633454496382e-08,3.68200781734663,0.37,0,0.37,"M",-4.27346502951297e-05,"",7.735,62382,"ENSG00000105963",60.670688806858,6.17356019211022,0.891783783989764,3.5295079115087e-13,9.38222796218237e-12,231.566795471677,28.0804673018385,0,0,0,0,166.682119903758,1.79700208648864,36.9278659210421,7.62803622911646,0.823752574580183,34.4058871682811,215.444771414365,213.010945904098,34.3633769344838,0,"protein_coding","ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486]"
"83","ADARB1","chr21",45129270,45129487,218,"*","chr21:45129270-45129487",-0.0001659074868333,0.0001659074868333,1.21196307877812e-07,5.61540824363082,0.455,0,0.455,"M",-4.27346502951237e-05,"",3.1375,55417,"ENSG00000197381",905.59457978889,1.52220269473449,0.716538158258328,0.00190674771674374,0.00767019270335433,897.032835614535,2034.07885017692,686.699604912582,36.3920880965414,790.566501582133,603.360594729158,801.854275847692,573.243665589876,2716.96773514067,56.2567671897339,45.3063916019101,2258.58001249845,829.979119397035,832.531330556476,1291.9167456007,34.746758087822,"protein_coding","adenosine deaminase RNA specific B1 [Source:HGNC Symbol;Acc:HGNC:226]"
"84","ADARB2","chr10",2504503,2505469,967,"*","chr10:2504503-2505469",8.01635098288629e-05,8.01635098288629e-05,2.7540322604844e-08,2.32763217885128,0,0.485,-0.485,"U",1.6729622198502e-05,"",2.7625,-766978,"ENSG00000185736",31.2264137604142,6.15194601730761,1.47601828250351,1.26759011552429e-06,1.18873253676915e-05,123.091984303881,0,0.812662254334417,0,0,0,142.408024772143,0,1.8463932960521,1.90700905727912,0,1.10986732800907,108.119885285438,120.326793869491,0,0,"protein_coding","adenosine deaminase RNA specific B2 (inactive) [Source:HGNC Symbol;Acc:HGNC:227]"
"85","ADCK1","chr14",78130582,78132480,1899,"*","chr14:78130582-78132480",8.70326932071567e-05,8.70326932071567e-05,3.23837273863359e-08,2.59102486816581,0,0.52,-0.52,"U",1.67296221985043e-05,"",1.715,330473,"ENSG00000063761",205.135759072448,0.330473190371702,0.114167901521266,0.00285258382152776,0.0107601332294795,209.256373316598,249.214147303816,167.40842439289,173.954181101468,148.92435099944,182.439073109805,222.512538706473,143.760166919091,212.335229045992,222.166555173017,200.171875622985,240.841210177968,257.579726709425,205.693776006629,242.005909900301,203.908606673271,"protein_coding","aarF domain containing kinase 1 [Source:HGNC Symbol;Acc:HGNC:19038]"
"86","ADCY8","chr8",130722739,130722798,60,"*","chr8:130722739-130722798",-9.19568290442524e-05,9.19568290442524e-05,3.6745274564821e-08,2.77983645016273,0.69,1,-0.31,"U",4.27346502951429e-05,"",2.3775,318111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","ADCY8","chr8",131750895,131752551,1657,"*","chr8:131750895-131752551",7.24253375501111e-05,7.24253375501111e-05,2.25366474304033e-08,2.03091888781875,0,0.405,-0.405,"U",1.67296221985043e-05,"",1.365,-709986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","ADCY8","chr8",131545298,131547160,1863,"*","chr8:131545298-131547160",9.07656706279341e-05,9.07656706279341e-05,3.51742167051186e-08,2.73416254667296,0,0.49,-0.49,"U",1.67296221985066e-05,"",2.5975,-504389,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","ADCY8","chr8",130886629,130888241,1613,"*","chr8:130886629-130888241",7.67331126295984e-05,7.67331126295984e-05,2.52629958298393e-08,2.19609666815486,0,0.425,-0.425,"U",1.67296221985066e-05,"",2.51,152668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","ADCY8","chr8",130991982,130993458,1477,"*","chr8:130991982-130993458",7.31429013919056e-05,7.31429013919056e-05,2.29804729745022e-08,2.05843323117466,0,0.49,-0.49,"U",1.6729622198502e-05,"",2.9375,47451,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","ADCYAP1","chr18",1272614,1272973,360,"*","chr18:1272614-1272973",-8.10947073231516e-05,8.10947073231516e-05,2.9692251820724e-08,2.36333811342841,0.385,1,-0.615,"U",4.27346502951237e-05,"",3.1875,367743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","ADCYAP1R1","chr7",31182554,31184334,1781,"*","chr7:31182554-31184334",9.39111044631953e-05,9.39111044631953e-05,3.76120864203331e-08,2.8547713921943,0,0.555,-0.555,"U",1.67296221985043e-05,"",2.9025,130246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","ADCYAP1R1","chr7",31216533,31218135,1603,"*","chr7:31216533-31218135",7.42848191584883e-05,7.42848191584883e-05,2.36952696153463e-08,2.10221904601645,0,0.455,-0.455,"U",1.67296221985043e-05,"",2.775,164225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","ADD3","chr10",110148871,110149233,363,"*","chr10:110148871-110149233",-8.08116515966044e-05,8.08116515966044e-05,2.9471589621935e-08,2.3524845949044,0.5,0.9,-0.4,"U",4.27346502951368e-05,"",2.37,152503,"ENSG00000148700",3925.18018282407,-1.19212672306137,0.399657684941895,0.000268814513407974,0.00142374957310262,2611.85804194798,1634.80970572891,8811.69682374808,2729.4066072406,9482.83726496966,9236.42523077481,3336.87894409272,7299.42247531685,1247.2386714832,2513.43793749387,2835.35636170499,1554.9241265407,2882.66694150733,2855.32229776791,1011.89178036863,2758.70971449892,"protein_coding","adducin 3 [Source:HGNC Symbol;Acc:HGNC:245]"
"95","ADGRA3","chr4",22751143,22751207,65,"*","chr4:22751143-22751207",-8.80824845289964e-05,8.80824845289964e-05,3.35287741389313e-08,2.63127817692914,0.375,1,-0.625,"U",4.27346502951368e-05,"",1.345,-235077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","ADGRA3","chr4",23101196,23102429,1234,"*","chr4:23101196-23102429",7.88060621887526e-05,7.88060621887526e-05,2.66278944907457e-08,2.27558206388971,0,0.565,-0.565,"U",1.67296221985043e-05,"",3.22,-585130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","ADGRB1","chr8",142500561,142501124,564,"*","chr8:142500561-142501124",-8.11559564325239e-05,8.11559564325239e-05,2.80785597269232e-08,2.36568665571463,0.235,0,0.235,"M",-4.2734650295144e-05,"",6.43,51131,"ENSG00000181790",329.327723579675,7.52946733891685,1.34311398183317,5.15057874983531e-10,8.9728010904157e-09,0,1301.35415651958,0,0,2.37645240956553,0,8.90050154825894,1.79700208648864,1520.50487929891,1.90700905727912,2.47125772374055,1155.37188845744,0,7.31716989746903,1262.67131842242,4.57194185366079,"protein_coding","adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]"
"98","ADGRB1","chr8",142454442,142454490,49,"*","chr8:142454442-142454490",-7.17175134710926e-05,7.17175134710926e-05,2.12722857775082e-08,2.00377800695024,0.3,0,0.3,"M",-4.27346502951297e-05,"",3.9425,5012,"ENSG00000181790",329.327723579675,7.52946733891685,1.34311398183317,5.15057874983531e-10,8.9728010904157e-09,0,1301.35415651958,0,0,2.37645240956553,0,8.90050154825894,1.79700208648864,1520.50487929891,1.90700905727912,2.47125772374055,1155.37188845744,0,7.31716989746903,1262.67131842242,4.57194185366079,"protein_coding","adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]"
"99","ADGRB1","chr8",142449023,142449063,41,"*","chr8:142449023-142449063",-0.0001194417833891,0.0001194417833891,6.30185669005753e-08,3.83372242785456,0.475,0,0.475,"M",-4.2734650295138e-05,"",6.3575,-367,"ENSG00000181790",329.327723579675,7.52946733891685,1.34311398183317,5.15057874983531e-10,8.9728010904157e-09,0,1301.35415651958,0,0,2.37645240956553,0,8.90050154825894,1.79700208648864,1520.50487929891,1.90700905727912,2.47125772374055,1155.37188845744,0,7.31716989746903,1262.67131842242,4.57194185366079,"protein_coding","adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]"
"100","ADGRB2","chr1",31760973,31761192,220,"*","chr1:31760973-31761192",-0.0001768735133793,0.0001768735133793,1.37447108527812e-07,6.03589071789123,0.53,0.05,0.48,"M",-4.27346502951237e-05,"",6.1825,3701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","ADGRD1","chr12",131028801,131028875,75,"*","chr12:131028801-131028875",-7.27934166042616e-05,7.27934166042616e-05,2.20119660161063e-08,2.04503254975117,0.59,0.2,0.39,"M",-4.2734650295138e-05,"",3.17,74894,"ENSG00000111452",178.05219689169,-7.24379544986731,1.40267409371916,6.99388243161417e-09,1.00178310009007e-07,0,4.38757301591226,820.788876877761,0,723.23368331111,715.447345528646,0,573.243665589876,2.76958994407816,1.90700905727912,4.11876287290092,1.10986732800907,0,0,0,1.82877674146432,"protein_coding","adhesion G protein-coupled receptor D1 [Source:HGNC Symbol;Acc:HGNC:19893]"
"102","ADGRD2","chr9",124504105,124504224,120,"*","chr9:124504105-124504224",-9.82860125124337e-05,9.82860125124337e-05,4.22588021181065e-08,3.02252332617729,0.605,0.17,0.435,"M",-4.27346502951308e-05,"",6.3775,53654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","ADGRE5","chr19",14286585,14287825,1241,"*","chr19:14286585-14287825",-9.00175311729754e-05,9.00175311729754e-05,3.51202053477521e-08,2.70547580879281,0.395,0.09,0.305,"M",-4.27346502951368e-05,"",3.425,-92676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","ADGRE5","chr19",14268517,14269803,1287,"*","chr19:14268517-14269803",-7.58191824759605e-05,7.58191824759605e-05,2.41420944265153e-08,2.16105283430221,0.335,0,0.335,"M",-4.2734650295144e-05,"",3.24,-110698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","ADGRF1","chr6",46995210,46997141,1932,"*","chr6:46995210-46997141",7.67331126295989e-05,7.67331126295989e-05,2.5262995829839e-08,2.19609666815488,0,0.51,-0.51,"U",1.67296221985043e-05,"",3.46,45209,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","ADGRF5","chr6",46995210,46997141,1932,"*","chr6:46995210-46997141",7.67331126295989e-05,7.67331126295989e-05,2.5262995829839e-08,2.19609666815488,0,0.51,-0.51,"U",1.67296221985043e-05,"",3.46,-40267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","ADGRG4","chrX",136354515,136356429,1915,"*","chrX:136354515-136356429",7.67331126295984e-05,7.67331126295984e-05,2.52629958298393e-08,2.19609666815486,0,0.425,-0.425,"U",1.67296221985066e-05,"",1.5275,53552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","ADGRL2","chr1",81419226,81419672,447,"*","chr1:81419226-81419672",-0.0001129293544744,0.0001129293544744,5.62459848810636e-08,3.58400916918443,0.485,1,-0.515,"U",4.27346502951094e-05,"",2.45,113079,"ENSG00000117114",514.821774848844,-4.18839489766388,0.87164259620471,1.53867000458194e-07,1.73959224338781e-06,74.6245154842281,5.26508761909471,1856.93325115414,52.4046068590196,2378.8288619751,2062.87317960759,84.9593329606535,1336.96955234755,4.61598324013026,50.5357400178966,82.3752574580183,6.6592039680544,60.4199358948033,88.6190576471249,16.0849849480562,74.979846400037,"protein_coding","adhesion G protein-coupled receptor L2 [Source:HGNC Symbol;Acc:HGNC:18582]"
"109","ADGRL2","chr1",82284511,82286026,1516,"*","chr1:82284511-82286026",7.2886609369605e-05,7.2886609369605e-05,2.28214786609926e-08,2.04860594293879,0,0.57,-0.57,"U",1.67296221985043e-05,"",1.13,978364,"ENSG00000117114",514.821774848844,-4.18839489766388,0.87164259620471,1.53867000458194e-07,1.73959224338781e-06,74.6245154842281,5.26508761909471,1856.93325115414,52.4046068590196,2378.8288619751,2062.87317960759,84.9593329606535,1336.96955234755,4.61598324013026,50.5357400178966,82.3752574580183,6.6592039680544,60.4199358948033,88.6190576471249,16.0849849480562,74.979846400037,"protein_coding","adhesion G protein-coupled receptor L2 [Source:HGNC Symbol;Acc:HGNC:18582]"
"110","ADGRL3","chr4",60667664,60669506,1843,"*","chr4:60667664-60669506",7.42848191584883e-05,7.42848191584883e-05,2.36952696153463e-08,2.10221904601645,0,0.455,-0.455,"U",1.67296221985043e-05,"",1.2825,-530820,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","ADO","chr10",62521917,62523829,1913,"*","chr10:62521917-62523829",8.12259046581445e-05,8.12259046581445e-05,2.82647169447721e-08,2.36836875782842,0,0.535,-0.535,"U",1.67296221985066e-05,"",2.6875,-280891,"ENSG00000181915",1186.31855190069,-1.03147493193401,0.102216590052133,7.92266249907442e-25,7.59572062661261e-23,696.239036218829,915.247731119297,1689.52482676125,1395.2726576214,1790.26081520603,1854.20103716174,854.448148632858,1462.75969840175,682.242322891252,1485.56005562043,1573.36741744815,790.225537542456,778.304174223848,647.976045364757,821.065368030326,1544.40195816662,"protein_coding","2-aminoethanethiol dioxygenase [Source:HGNC Symbol;Acc:HGNC:23506]"
"112","ADO","chr10",62550359,62551956,1598,"*","chr10:62550359-62551956",7.76312486603119e-05,7.76312486603119e-05,2.5850134671207e-08,2.23053489049835,0,0.515,-0.515,"U",1.6729622198502e-05,"",1.5275,-252764,"ENSG00000181915",1186.31855190069,-1.03147493193401,0.102216590052133,7.92266249907442e-25,7.59572062661261e-23,696.239036218829,915.247731119297,1689.52482676125,1395.2726576214,1790.26081520603,1854.20103716174,854.448148632858,1462.75969840175,682.242322891252,1485.56005562043,1573.36741744815,790.225537542456,778.304174223848,647.976045364757,821.065368030326,1544.40195816662,"protein_coding","2-aminoethanethiol dioxygenase [Source:HGNC Symbol;Acc:HGNC:23506]"
"113","ADORA3","chr1",111515392,111515615,224,"*","chr1:111515392-111515615",-9.5473428725823e-05,9.5473428725823e-05,4.1741870283166e-08,2.91467731789941,0.605,1,-0.395,"U",4.27346502951368e-05,"",3.29,-11759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","ADPRHL1","chr13",113369468,113369514,47,"*","chr13:113369468-113369514",-0.0001131151051602,0.0001131151051602,5.64344486093878e-08,3.59113161299835,0.455,0,0.455,"M",-4.2734650295144e-05,"",5.375,83974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","ADRA1A","chr8",26805172,26806667,1496,"*","chr8:26805172-26806667",8.31061759621771e-05,8.31061759621771e-05,2.9568926911951e-08,2.44046607830105,0,0.5,-0.5,"U",1.67296221985043e-05,"",1.255,60611,"ENSG00000120907",36.2893974374866,-7.89356228390995,0.990802873362671,3.8882448172495e-17,1.65190099606692e-15,0,0,127.587973930503,10.1897846670316,118.822620478277,132.357758922799,0,127.587148140693,0.923196648026052,32.419153973745,19.7700617899244,0,0,0,0,10.9726604487859,"protein_coding","adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]"
"116","ADRA1A","chr8",26800695,26802006,1312,"*","chr8:26800695-26802006",8.53635337141337e-05,8.53635337141337e-05,3.1172077788008e-08,2.5270224411595,0,0.465,-0.465,"U",1.6729622198502e-05,"",3.2825,65272,"ENSG00000120907",36.2893974374866,-7.89356228390995,0.990802873362671,3.8882448172495e-17,1.65190099606692e-15,0,0,127.587973930503,10.1897846670316,118.822620478277,132.357758922799,0,127.587148140693,0.923196648026052,32.419153973745,19.7700617899244,0,0,0,0,10.9726604487859,"protein_coding","adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277]"
