"","annotated_genes","seqnames","start","end","width","strand","segment_id","average_shap_value","reliability_shap_value","shap_variance","z_score","avg_meth_R","avg_meth_S","diff","direction","mean_coef","gene_symbol","avg_depth","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","SH.SY5Y_C2","SH.SY5Y_C1","SH.SY5Y_J2","SH.SY5Y_J4","SH.SY5Y_C4","SH.SY5Y_J3","SH.SY5Y_J1","SH.SY5Y_C3","type","description"
"282","PPP4R3C","chrX",27407959,27408030,72,"*","chrX:27407959-27408030",-0.000159001393138502,0.000159001393138502,1.11052325212479e-07,2.15234042166102,0.6,0,0.6,"M",-5.983792181587e-05,"",4.065,55311,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","PRKG2","chr4",81464989,81465518,530,"*","chr4:81464989-81465518",0.000165403792246631,0.000165403792246631,1.23762296356638e-07,2.26081301724054,0,0.37,-0.37,"U",6.86826474002534e-05,"",2.08,-249767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","PRPF40A","chr2",152952352,152953060,709,"*","chr2:152952352-152953060",0.000180013436772355,0.000180013436772355,1.44605029056747e-07,2.50833680253336,0,0.595,-0.595,"U",6.86826474002642e-05,"",2.46,-234340,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","PSAT1","chr9",78400423,78401917,1495,"*","chr9:78400423-78401917",0.000186963075233947,0.000186963075233947,1.56112293110596e-07,2.62608099647325,1,0.645,0.355,"M",-6.86826474002412e-05,"",3.4175,103298,"ENSG00000135069",3253.51026542783,0.304480214631518,0.0652734709898091,1.32410564779651e-06,1.19768234333733e-05,3640.08015340942,3723.90469277265,3058.21951439906,3013.00082150996,3605.02571466232,2678.97106343899,2829.07199125197,3479.80817197828,"protein_coding","phosphoserine aminotransferase 1 [Source:HGNC Symbol;Acc:HGNC:19129]"
"286","PTER","chr10",15878349,15878515,167,"*","chr10:15878349-15878515",0.0001597614603701,0.0001597614603701,1.15290926724271e-07,2.16521785464106,0.12,0.42,-0.3,"U",6.86826474002428e-05,"",3.14,-558428,"ENSG00000165983",5.32680384341777,0.743371801709152,0.706345455597443,0.0110012801607901,0.0369862043414797,14.4359493576335,6.84331643388541,2.46564325267325,1.37768670393688,4.54176467988953,3.09350007325518,1.8936224841044,7.96294776196403,"protein_coding","phosphotriesterase related [Source:HGNC Symbol;Acc:HGNC:9590]"
"287","PTPRG","chr3",62241236,62241467,232,"*","chr3:62241236-62241467",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",2.4525,679667,"ENSG00000144724",990.148538481066,0.414559133337797,0.088198387988416,5.32999348876964e-07,5.20099364635852e-06,1312.56093390175,1048.16796712345,849.003160003823,836.255829289687,1063.90837626412,810.497019192857,859.704607783397,1141.09041428945,"protein_coding","protein tyrosine phosphatase receptor type G [Source:HGNC Symbol;Acc:HGNC:9671]"
"288","PTPRU","chr1",29739833,29740375,543,"*","chr1:29739833-29740375",-0.000159001393138502,0.000159001393138502,1.11052325212479e-07,2.15234042166102,0.33,0,0.33,"M",-5.983792181587e-05,"",3.7925,503317,"ENSG00000060656",1710.55678457358,1.04345473148087,0.0860290761308252,1.84261472430752e-35,2.16819890975643e-33,2324.18784657899,2108.88201437569,1209.80895597834,1018.11047420936,2291.32028100427,1051.79002490676,1151.32247033547,2529.03220919978,"protein_coding","protein tyrosine phosphatase receptor type U [Source:HGNC Symbol;Acc:HGNC:9683]"
"289","PYDC2","chr3",192267119,192269072,1954,"*","chr3:192267119-192269072",-0.000316748629010415,0.000316748629010415,4.35197569981676e-07,4.82497170120669,0.57,0.04,0.53,"M",-5.98379218158992e-05,"",3.34,805956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","PYDC2","chr3",191956509,191957909,1401,"*","chr3:191956509-191957909",-0.000267786719208401,0.000267786719208401,3.13272115710993e-07,3.99543493677547,0.505,0,0.505,"M",-5.983792181587e-05,"",4.4675,495346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","PYDC2","chr3",191534310,191536003,1694,"*","chr3:191534310-191536003",-0.000237707797038037,0.000237707797038037,2.47882517066831e-07,3.48582303896187,0.54,0,0.54,"M",-5.983792181587e-05,"",3.3375,73147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","RAB38","chr11",87203157,87203723,567,"*","chr11:87203157-87203723",-0.000190096758781189,0.000190096758781189,1.59183533769182e-07,2.6791734048585,0.585,1,-0.415,"U",5.98379218158927e-05,"",5.525,971720,"ENSG00000123892",48.7833062384185,0.532864857670312,0.234072231084929,0.00221734393853529,0.0093425193003257,58.8542550734287,71.8548225557968,37.8065298743232,45.4636612299171,56.7720584986192,29.3882506959242,35.9788271979836,54.1480447813554,"protein_coding","RAB38, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9776]"
"293","RAI2","chrX",18186286,18187096,811,"*","chrX:18186286-18187096",-0.000165144159800339,0.000165144159800339,1.19946481386634e-07,2.25641419659998,0.74,0.4,0.34,"M",-5.98379218158904e-05,"",3.2025,-324949,"ENSG00000131831",38.4689472385178,0.492218970126897,0.266916514437533,0.00789088728375196,0.0279758042009502,35.5346445726362,57.0276369490451,21.3689081898349,31.6867941905483,47.6885291388401,37.1220008790622,25.5639035354094,51.7591604527662,"protein_coding","retinoic acid induced 2 [Source:HGNC Symbol;Acc:HGNC:9835]"
"294","RALYL","chr8",84931936,84932105,170,"*","chr8:84931936-84932105",0.000234514377334252,0.000234514377334252,2.48178406348479e-07,3.43171855122313,0,0.45,-0.45,"U",6.86826474002642e-05,"",3.6475,749149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","RAP2B","chr3",153526133,153528117,1985,"*","chr3:153526133-153528117",-0.000212458994393936,0.000212458994393936,1.98584058014663e-07,3.05804540251255,0.53,0,0.53,"M",-5.98379218158588e-05,"",3.09,363907,"ENSG00000181467",622.613385885538,-0.378349095699632,0.0945017025964051,1.63922021050813e-05,0.000118773813246765,481.938617016378,614.757926310706,700.242683759204,713.641712639305,546.147202756716,687.530391280964,741.353202526872,495.295350794163,"protein_coding","RAP2B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9862]"
"296","RAP2B","chr3",153378697,153379817,1121,"*","chr3:153378697-153379817",-0.000174620644674037,0.000174620644674037,1.34260520603147e-07,2.41696946562638,0.71,0.29,0.42,"M",-5.98379218158879e-05,"",2.985,216471,"ENSG00000181467",622.613385885538,-0.378349095699632,0.0945017025964051,1.63922021050813e-05,0.000118773813246765,481.938617016378,614.757926310706,700.242683759204,713.641712639305,546.147202756716,687.530391280964,741.353202526872,495.295350794163,"protein_coding","RAP2B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9862]"
"297","RAP2B","chr3",153359631,153361510,1880,"*","chr3:153359631-153361510",-0.000270919996145454,0.000270919996145454,3.20500078709017e-07,4.04852045617084,0.6,0.09,0.51,"M",-5.98379218158814e-05,"",2.8575,197405,"ENSG00000181467",622.613385885538,-0.378349095699632,0.0945017025964051,1.63922021050813e-05,0.000118773813246765,481.938617016378,614.757926310706,700.242683759204,713.641712639305,546.147202756716,687.530391280964,741.353202526872,495.295350794163,"protein_coding","RAP2B, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:9862]"
"298","RASGEF1B","chr4",81464989,81465518,530,"*","chr4:81464989-81465518",0.000165403792246631,0.000165403792246631,1.23762296356638e-07,2.26081301724054,0,0.37,-0.37,"U",6.86826474002534e-05,"",2.08,578726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","RGS5","chr1",164082348,164082369,22,"*","chr1:164082348-164082369",0.00015663643364873,0.00015663643364873,1.08734778732223e-07,2.11227211445877,1,0.635,0.365,"M",-6.86826474002534e-05,"",5.6525,-760557,"ENSG00000143248",216104.382369351,-0.602040837236647,0.0575671013014211,7.81229093740001e-27,5.83789154675538e-25,170501.887405366,175509.39602712,251702.725805896,279550.542155945,171134.828579408,251035.210819603,263310.100037201,166090.36812427,"protein_coding","regulator of G protein signaling 5 [Source:HGNC Symbol;Acc:HGNC:10001]"
"300","RHBDD1","chr2",226565064,226565418,355,"*","chr2:226565064-226565418",-0.000185076415246676,0.000185076415246676,1.50888475707508e-07,2.59411627475894,0.44,0,0.44,"M",-5.983792181587e-05,"",4.62,-234728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","RNF175","chr4",153759162,153759519,358,"*","chr4:153759162-153759519",0.000153012864216288,0.000153012864216288,1.05492826815511e-07,2.05087981838954,0,0.435,-0.435,"U",6.86826474002642e-05,"RNF175",1.33,505,"ENSG00000145428",186.107846796836,1.52901872244676,0.16428036695714,2.19527962307667e-22,1.20949674995993e-20,249.852969651348,254.343260792741,99.4476111911545,111.592623018887,340.632350991715,74.2440017581243,92.7875017211155,265.962455249599,"protein_coding","ring finger protein 175 [Source:HGNC Symbol;Acc:HGNC:27735]"
"302","ROBO1","chr3",79086630,79086757,128,"*","chr3:79086630-79086757",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",3.38,681241,"ENSG00000169855",2560.52206113696,-0.587171436906431,0.0780677480955467,3.45064651683676e-15,1.00149623516005e-13,2213.1420822895,1819.18161867454,3174.1047472747,2960.64872676036,1980.20940043184,2992.18794585607,3245.66893775494,2099.03303005372,"protein_coding","roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]"
"303","RPA4","chrX",97327159,97328161,1003,"*","chrX:97327159-97328161",0.0001545679406347,0.0001545679406347,1.0771832251199e-07,2.07722668814583,0.23,0.61,-0.38,"U",6.86826474002755e-05,"",2.9525,443251,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","RPL10L","chr14",47079856,47079893,38,"*","chr14:47079856-47079893",-0.000174383379458317,0.000174383379458317,1.33893355464983e-07,2.41294960161054,0.355,0,0.355,"M",-5.983792181587e-05,"",2,-428075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","RPL39L","chr3",187305782,187307748,1967,"*","chr3:187305782-187307748",-0.000232424473734784,0.000232424473734784,2.37144600857681e-07,3.39631037623799,0.59,0.06,0.53,"M",-5.98379218158879e-05,"",2.6575,-124874,"ENSG00000163923",477.247889645318,0.565125949026572,0.144231426952899,6.83873750038829e-06,5.36291008868615e-05,558.560194376125,731.094305686758,359.16203380607,363.709289839337,582.481320195833,337.191507984815,432.692737617855,453.091727655753,"protein_coding","ribosomal protein L39 like [Source:HGNC Symbol;Acc:HGNC:17094]"
"306","RPL39L","chr3",187413454,187414579,1126,"*","chr3:187413454-187414579",-0.000183207109044001,0.000183207109044001,1.47851413385128e-07,2.56244556940106,0.6,0.13,0.47,"M",-5.98379218158588e-05,"",6.42,-232546,"ENSG00000163923",477.247889645318,0.565125949026572,0.144231426952899,6.83873750038829e-06,5.36291008868615e-05,558.560194376125,731.094305686758,359.16203380607,363.709289839337,582.481320195833,337.191507984815,432.692737617855,453.091727655753,"protein_coding","ribosomal protein L39 like [Source:HGNC Symbol;Acc:HGNC:17094]"
"307","RPL39L","chr3",187198758,187199547,790,"*","chr3:187198758-187199547",-0.000220910397331394,0.000220910397331394,2.14517272508862e-07,3.20123322904939,0.68,0.25,0.43,"M",-5.98379218158814e-05,"",3.7625,-17850,"ENSG00000163923",477.247889645318,0.565125949026572,0.144231426952899,6.83873750038829e-06,5.36291008868615e-05,558.560194376125,731.094305686758,359.16203380607,363.709289839337,582.481320195833,337.191507984815,432.692737617855,453.091727655753,"protein_coding","ribosomal protein L39 like [Source:HGNC Symbol;Acc:HGNC:17094]"
"308","RPL39L","chr3",187342365,187344214,1850,"*","chr3:187342365-187344214",-0.00021115527583287,0.00021115527583287,1.96177098691916e-07,3.03595716123992,0.565,0,0.565,"M",-5.983792181587e-05,"",2.675,-161457,"ENSG00000163923",477.247889645318,0.565125949026572,0.144231426952899,6.83873750038829e-06,5.36291008868615e-05,558.560194376125,731.094305686758,359.16203380607,363.709289839337,582.481320195833,337.191507984815,432.692737617855,453.091727655753,"protein_coding","ribosomal protein L39 like [Source:HGNC Symbol;Acc:HGNC:17094]"
"309","RPRM","chr2",152952352,152953060,709,"*","chr2:152952352-152953060",0.000180013436772355,0.000180013436772355,1.44605029056747e-07,2.50833680253336,0,0.595,-0.595,"U",6.86826474002642e-05,"",2.46,525702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","RPS26","chr12",56020509,56020659,151,"*","chr12:56020509-56020659",-0.000159001393138557,0.000159001393138557,1.11052325212556e-07,2.15234042166195,0.53,0.2,0.33,"M",-5.98379218158904e-05,"IKZF4",4.975,-20692,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","RPS6KA3","chrX",20207961,20209460,1500,"*","chrX:20207961-20209460",-0.000227144847341031,0.000227144847341031,2.2663739839342e-07,3.3068603483737,0.53,0.93,-0.4,"U",5.98379218159238e-05,"",4.25,58059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","RPS6KA6","chrX",84076839,84078233,1395,"*","chrX:84076839-84078233",-0.000152261898576353,0.000152261898576353,1.01642051869988e-07,2.03815658905332,0.425,0.86,-0.435,"U",5.98379218158814e-05,"",3.3,128123,"ENSG00000072133",1662.15460925746,-0.31210976720132,0.0855903210776988,0.000106815952463353,0.000644638859087835,1547.97795419546,1285.40293683148,1817.17907722019,1963.20355311006,1448.82293288476,1948.90504615076,1699.5261794837,1586.21919418324,"protein_coding","ribosomal protein S6 kinase A6 [Source:HGNC Symbol;Acc:HGNC:10435]"
"313","RRM2B","chr8",102278316,102279140,825,"*","chr8:102278316-102279140",0.000154128828638502,0.000154128828638502,1.05146880193909e-07,2.06978703666938,1,0.695,0.305,"M",-6.86826474002521e-05,"",1.8125,-39355,"ENSG00000048392",1415.32331094933,-0.245456794733776,0.0671081050853777,0.000147137115578246,0.000857722638559134,1324.77596797359,1242.0619327502,1508.15178955181,1651.84635802032,1285.31940440874,1551.39028673747,1461.8765577286,1297.16419042394,"protein_coding","ribonucleotide reductase regulatory TP53 inducible subunit M2B [Source:HGNC Symbol;Acc:HGNC:17296]"
"314","RSPO3","chr6",126719885,126720912,1028,"*","chr6:126719885-126720912",-0.000151226826175819,0.000151226826175819,1.00229043732043e-07,2.02061988320252,0.375,0,0.375,"M",-5.983792181587e-05,"",3.7225,-397759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","RTP2","chr3",187721873,187723428,1556,"*","chr3:187721873-187723428",-0.000258079174904688,0.000258079174904688,2.91377184052003e-07,3.83096494520779,0.655,0.21,0.445,"M",-5.983792181587e-05,"",3.15,-19316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","S100G","chrX",16703484,16704496,1013,"*","chrX:16703484-16704496",0.000154135832266406,0.000154135832266406,1.07097985854089e-07,2.069905695579,0.71,0.36,0.35,"M",-6.86826474002875e-05,"",4.3475,53326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","S1PR1","chr1",101691941,101692535,595,"*","chr1:101691941-101692535",0.000162758634388511,0.000162758634388511,1.17705978932468e-07,2.21599745142811,1,0.595,0.405,"M",-6.86826474003228e-05,"",3.0975,455076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","SASH1","chr6",148696512,148696532,21,"*","chr6:148696512-148696532",0.000165403792246577,0.000165403792246577,1.23762296356562e-07,2.26081301723963,0.38,0.75,-0.37,"U",6.86826474002428e-05,"",3.1375,424208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","SCLT1","chr4",129907972,129909646,1675,"*","chr4:129907972-129909646",0.000156084453527138,0.000156084453527138,1.07940680073561e-07,2.10292019567236,0,0.28,-0.28,"U",6.86826474002412e-05,"",3.0075,-814372,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","SEC23A","chr14",38403698,38405641,1944,"*","chr14:38403698-38405641",-0.000159001393138502,0.000159001393138502,1.11052325212479e-07,2.15234042166102,0.3,0,0.3,"M",-5.983792181587e-05,"",2.195,704005,"ENSG00000100934",1451.71427884476,0.16273248310428,0.0648317655829001,0.00946223521577152,0.0325311246412134,1574.62893762494,1626.42820578677,1350.35062138072,1339.11147622665,1456.77102107457,1375.83415758024,1392.75933705878,1497.83047402543,"protein_coding","SEC23 homolog A, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10701]"
"321","SERPINI2","chr3",167446873,167448316,1444,"*","chr3:167446873-167448316",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",3.535,30656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","SERPINI2","chr3",167500188,167501495,1308,"*","chr3:167500188-167501495",-0.000283461184957477,0.000283461184957477,3.50217153382787e-07,4.26099944711125,0.53,0,0.53,"M",-5.983792181587e-05,"",4.12,-21216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","SGCD","chr5",155370520,155371386,867,"*","chr5:155370520-155371386",-0.000220910397331086,0.000220910397331086,2.14517272508293e-07,3.20123322904418,0.32,0.75,-0.43,"U",5.98379218158367e-05,"",3.6025,-498958,"ENSG00000170624",35.2446187962322,2.92822437882412,0.340434220341562,2.45143678936364e-19,1.0416603546961e-17,68.8483738594826,58.168189688026,4.93128650534651,9.64380692755817,56.7720584986192,9.28050021976554,6.62767869436539,67.6850559766943,"protein_coding","sarcoglycan delta [Source:HGNC Symbol;Acc:HGNC:10807]"
"324","SI","chr3",164851748,164852431,684,"*","chr3:164851748-164852431",-0.000188927788744065,0.000188927788744065,1.57234029906215e-07,2.65936813937285,0.585,0,0.585,"M",-5.983792181587e-05,"",3.175,305631,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","SIM2","chr21",36705371,36705635,265,"*","chr21:36705371-36705635",0.000166240587832454,0.000166240587832454,1.22942148388002e-07,2.27499041974712,0,0.5,-0.5,"U",6.86826474002534e-05,"",1.8475,6256,"ENSG00000159263",3.52052867529671,2.87118736762718,1.45537787622394,4.10908078788691e-05,0.00027497445129819,7.77320350026417,12.5460801287899,0,0,2.27088233994477,0,0,5.57406343337482,"protein_coding","SIM bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:10883]"
"326","SLC35B3","chr6",8924494,8924864,371,"*","chr6:8924494-8924864",0.00017048710657042,0.00017048710657042,1.29459443872942e-07,2.34693702943276,0,0.3,-0.3,"U",6.86826474002521e-05,"",2.4175,-488933,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","SLC4A3","chr2",219772686,219772921,236,"*","chr2:219772686-219772921",0.00017048710657048,0.00017048710657048,1.29459443873028e-07,2.34693702943378,0,0.36,-0.36,"U",6.86826474002642e-05,"",3.9625,145292,"ENSG00000114923",494.112040991175,0.962753124224624,0.123194882959519,1.53051910594505e-16,5.05732520331652e-15,576.327516662443,579.400791402298,369.024606816763,336.155555760599,757.33926037158,313.216882417087,299.192352488495,722.239362010138,"protein_coding","solute carrier family 4 member 3 [Source:HGNC Symbol;Acc:HGNC:11029]"
"328","SLC7A11","chr4",138507499,138508675,1177,"*","chr4:138507499-138508675",0.000158477585718012,0.000158477585718012,1.11401166669261e-07,2.14346581863726,1,0.66,0.34,"M",-6.86826474003228e-05,"",3.325,-194841,"ENSG00000151012",103.210483732784,2.13949569962491,0.254335508769367,2.69170851624654e-18,1.04318748084935e-16,143.24903593344,207.580598494524,33.6971244532011,19.2876138551163,158.961763796134,30.161625714238,61.5427307333929,171.203376882227,"protein_coding","solute carrier family 7 member 11 [Source:HGNC Symbol;Acc:HGNC:11059]"
"329","SLC9A9","chr3",143791203,143793072,1870,"*","chr3:143791203-143793072",-0.000330584860866167,0.000330584860866167,4.73129156041074e-07,5.05939194853675,0.55,0,0.55,"M",-5.983792181587e-05,"",3.01,55413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","SLC9A9","chr3",143695103,143695752,650,"*","chr3:143695103-143695752",-0.000221429713543531,0.000221429713543531,2.15514973379153e-07,3.21003173981164,0.47,0,0.47,"M",-5.983792181587e-05,"",2.61,152733,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","SLC9A9","chr3",143607255,143609025,1771,"*","chr3:143607255-143609025",-0.000299154035127821,0.000299154035127821,3.89175119709882e-07,4.52687543535703,0.555,0,0.555,"M",-5.983792181587e-05,"",2.9175,239460,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","SLC9A9","chr3",143871900,143873781,1882,"*","chr3:143871900-143873781",-0.000215719558739118,0.000215719558739118,2.04663369275231e-07,3.11328748780006,0.575,0,0.575,"M",-5.983792181587e-05,"",2.76,-23415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","SLC9A9","chr3",143560906,143562862,1957,"*","chr3:143560906-143562862",-0.000188927788744065,0.000188927788744065,1.57234029906215e-07,2.65936813937285,0.585,0,0.585,"M",-5.983792181587e-05,"",2.36,285623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","SLITRK5","chr13",87555529,87557151,1623,"*","chr13:87555529-87557151",-0.00016419819773143,0.00016419819773143,1.18557120158727e-07,2.24038724182859,0.73,0.33,0.4,"M",-5.983792181587e-05,"",2.12,-114220,"ENSG00000165300",157.311152198718,1.18873924312009,0.150586442919415,4.3591029890105e-17,1.52363539286583e-15,222.091528578976,195.034518365734,85.4756327593394,115.725683130698,223.681910484559,90.484877142714,87.1066342688023,238.888432858921,"protein_coding","SLIT and NTRK like family member 5 [Source:HGNC Symbol;Acc:HGNC:20295]"
"335","SNRPN","chr15",24878551,24878585,35,"*","chr15:24878551-24878585",0.000179572884360552,0.000179572884360552,1.46157755611057e-07,2.50087274682705,0.67,0.275,0.395,"M",-6.86826474002759e-05,"",2.815,54914,"ENSG00000128739",342.236426636126,0.263998847576252,0.11941161044602,0.0134617096680132,0.0438961454440981,365.340564512416,469.907728460132,288.480260562771,297.580328050366,340.632350991715,337.191507984815,296.351918762338,342.406753764453,"protein_coding","small nuclear ribonucleoprotein polypeptide N [Source:HGNC Symbol;Acc:HGNC:11164]"
"336","SNURF","chr15",24878551,24878585,35,"*","chr15:24878551-24878585",0.000179572884360552,0.000179572884360552,1.46157755611057e-07,2.50087274682705,0.67,0.275,0.395,"M",-6.86826474002759e-05,"",2.815,-76402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","SORBS2","chr4",185988184,185988375,192,"*","chr4:185988184-185988375",-0.000187867163012467,0.000187867163012467,1.62179046937457e-07,2.6413984964153,0.43,1,-0.57,"U",5.98379218159228e-05,"",2.82,-31532,"ENSG00000154556",76.0002451631565,1.85665561249851,0.256862436560913,1.85718212983907e-14,5.05717500381833e-13,124.371256004227,80.9792444676441,32.0533622847523,46.841347933854,147.60735209641,23.9746255677276,25.5639035354094,126.610869415228,"protein_coding","sorbin and SH3 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:24098]"
"338","SOX2","chr3",182216500,182216950,451,"*","chr3:182216500-182216950",-0.000215719558739118,0.000215719558739118,2.04663369275231e-07,3.11328748780006,0.575,0,0.575,"M",-5.983792181587e-05,"",3.73,504575,"ENSG00000181449",394.670795289957,-0.313682346432283,0.120936024455987,0.00362967019270977,0.0143057855958499,354.235988083467,362.695770995927,528.4695371563,351.310109503905,309.975439402461,452.42438571357,443.107661280429,355.147470183596,"protein_coding","SRY-box transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:11195]"
"339","SOX21","chr13",94712028,94712186,159,"*","chr13:94712028-94712186",0.000174102819796983,0.000174102819796983,1.3512240470951e-07,2.40819622179683,0.12,0.425,-0.305,"U",6.86826474002534e-05,"",3.6725,359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","SPATA31A6","chr9",42725432,42725549,118,"*","chr9:42725432-42725549",0.000150565392490431,0.000150565392490431,1.02029357001322e-07,2.00941354828868,1,0.685,0.315,"M",-6.86826474002319e-05,"",2.0975,541773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","SPOCK3","chr4",167027627,167028370,744,"*","chr4:167027627-167028370",-0.000159001393138721,0.000159001393138721,1.11052325212778e-07,2.15234042166474,0.34,0.67,-0.33,"U",5.98379218159326e-05,"",3.335,206426,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342","SST","chr3",187305782,187307748,1967,"*","chr3:187305782-187307748",-0.000232424473734784,0.000232424473734784,2.37144600857681e-07,3.39631037623799,0.59,0.06,0.53,"M",-5.98379218158879e-05,"",2.6575,362646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343","SST","chr3",187198758,187199547,790,"*","chr3:187198758-187199547",-0.000220910397331394,0.000220910397331394,2.14517272508862e-07,3.20123322904939,0.68,0.25,0.43,"M",-5.98379218158814e-05,"",3.7625,470847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344","SST","chr3",187342365,187344214,1850,"*","chr3:187342365-187344214",-0.00021115527583287,0.00021115527583287,1.96177098691916e-07,3.03595716123992,0.565,0,0.565,"M",-5.983792181587e-05,"",2.675,326180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345","SST","chr3",187413454,187414579,1126,"*","chr3:187413454-187414579",-0.000183207109044001,0.000183207109044001,1.47851413385128e-07,2.56244556940106,0.6,0.13,0.47,"M",-5.98379218158588e-05,"",6.42,255815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346","SSX2IP","chr1",84613481,84615212,1732,"*","chr1:84613481-84615212",-0.000165759207840663,0.000165759207840663,1.20853666207045e-07,2.26683464309407,0.61,0.92,-0.31,"U",5.98379218158476e-05,"",3.0375,75591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347","ST6GAL2","chr2",106708159,106709396,1238,"*","chr2:106708159-106709396",0.000159761460370428,0.000159761460370428,1.15290926724716e-07,2.16521785464661,1,0.4,0.6,"M",-6.86826474003091e-05,"",2.7225,177712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
