"","annotated_genes","seqnames","start","end","width","strand","average_shap_value","reliability_shap_value","z_score","avg_meth_R","avg_meth_S","diff","direction","gene_symbol","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","RPMI8226_1_3b","JJN3_1_3b","OPM_4_1","MM1R_1_2","OPM_2_1","OPM_3_3","JJN3_4_2b","OPM_4_3","RPMI8226_4_1b","MM1R_3_1","MM1R_2_2","RPMI8226_2_3b","JJN3_2_2b","JJN3_3_3b","RPMI8226_3_2b","MM1R_4_2","type","description"
"74","ACTRT2","chr1",2790275,2790585,311,"*",-0.000184891236226754,0.000184891236226754,3.01484143305107,0.25,0.05,0.2,"M","",-230882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","ACTRT2","chr1",2883127,2883561,435,"*",-0.000132956996785001,0.000132956996785001,2.11355371154574,0.2,0,0.2,"M","",-137906,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","ACTRT2","chr1",2890502,2892501,2000,"*",-0.000142283036692689,0.000142283036692689,2.27540156662977,0.265,0,0.265,"M","",-128966,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","ACTRT2","chr1",2911173,2911327,155,"*",-0.000142283036692689,0.000142283036692689,2.27540156662977,0.265,0,0.265,"M","",-110140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","ACTRT2","chr1",2501166,2501244,79,"*",-0.000130368836806034,0.000130368836806034,2.06863774020566,0.295,0,0.295,"M","",-520223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","ACTRT2","chr1",2853580,2855091,1512,"*",-0.0001485070515752,0.0001485070515752,2.38341562926691,0.055,0,0.055,"M","",-166376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","ACVR2A","chr2",146964812,146966652,1841,"*",0.000395376428040066,0.000395376428040066,6.66768628028906,0.06,0.325,-0.265,"U","",-877865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","ACVR2B","chr3",38453446,38453741,296,"*",0.000235761288894509,0.000235761288894509,3.8976608283981,0.01,0.215,-0.205,"U","ACVR2B",-149,"ENSG00000114739",529.226657542366,1.61767745695737,0.201348204044124,4.74657188102903e-17,2.00177273375597e-15,1026.27941913361,616.015251434081,208.854199363945,299.870805915501,180.61038312698,222.981089356428,969.345532255837,219.234254551614,679.472732947174,321.331026151531,288.313401103064,619.305969029059,1020.77891695957,979.687747383353,529.342231926942,286.203560039166,"protein_coding","activin A receptor type 2B [Source:HGNC Symbol;Acc:HGNC:174]"
"82","ADAD1","chr4",122220848,122221535,688,"*",0.000303143738724123,0.000303143738724123,5.06704301882168,0.2,0.61,-0.41,"U","",-157431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","ADAD2","chr16",84207063,84208130,1068,"*",-0.000540224624879397,0.000540224624879397,9.18144026411112,0.18,0,0.18,"M","",15925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","ADAM11","chr17",44755879,44756049,171,"*",-0.000169284302298015,0.000169284302298015,2.74399241183658,0.805,0.62,0.185,"M","",-2939,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","ADAM19","chr5",157576147,157576205,59,"*",-0.000137067054064187,0.000137067054064187,2.18488130197996,0.555,1,-0.445,"U","ADAM19",-372,"ENSG00000135074",153.536019908155,3.18410494396687,1.04763040069831,7.13976343559328e-05,0.000443912399339676,270.03304056664,231.663855240167,0,39.3034551442647,0,0,365.729699983004,0,305.578090496623,58.163776247013,47.7776493256506,241.951077505977,335.489644047461,343.906985181044,188.633005299932,28.3460394926969,"protein_coding","ADAM metallopeptidase domain 19 [Source:HGNC Symbol;Acc:HGNC:197]"
"86","ADAM23","chr2",206072485,206074389,1905,"*",0.000127858642471915,0.000127858642471915,2.02507481608754,1,0.77,0.23,"M","",-369143,"ENSG00000114948",1341.7752850046,3.05804055322069,0.436892499528867,1.75807535241488e-13,4.83420299102838e-12,1126.29165638051,2994.07982605853,136.527258728182,439.61642420622,246.358899791627,175.284599654518,1355.30364484852,62.8950730271023,5026.80574850185,397.611388442695,355.037359644059,3332.93158601123,1236.22368837394,1184.56850451249,3038.59988382372,360.26901806847,"protein_coding","ADAM metallopeptidase domain 23 [Source:HGNC Symbol;Acc:HGNC:202]"
"87","ADAM28","chr8",23934498,23935585,1088,"*",0.000154631228418729,0.000154631228418729,2.48969706233941,0.05,0.375,-0.325,"U","",-358484,"ENSG00000042980",495.0974511729,1.95689725583845,0.500537199066601,2.89511532993519e-06,2.52637460921104e-05,1250.92229048819,469.470312702612,71.5142783814287,238.732097913311,57.0348578295728,93.0081549187239,1058.35054773843,48.5190563351932,388.665788818968,338.494107667043,323.734761810012,431.738390595527,1345.13857281588,1014.6475591157,530.073367606399,261.515074029397,"protein_coding","ADAM metallopeptidase domain 28 [Source:HGNC Symbol;Acc:HGNC:206]"
"88","ADAM7","chr8",24431501,24432926,1426,"*",0.000245511295871086,0.000245511295871086,4.06686637886036,0,0.335,-0.335,"U","",-8004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","ADAMDEC1","chr8",24431501,24432926,1426,"*",0.000245511295871086,0.000245511295871086,4.06686637886036,0,0.335,-0.335,"U","",47216,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","ADAMTS16","chr5",5040082,5042041,1960,"*",0.000303143738722974,0.000303143738722974,5.06704301880174,0.03,0.235,-0.205,"U","",-98289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","ADAMTS16","chr5",5069386,5071358,1973,"*",0.00013033547054171,0.00013033547054171,2.06805868860752,0,0.185,-0.185,"U","",-68972,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92","ADAMTS18","chr16",77362558,77364386,1829,"*",0.000205820003138843,0.000205820003138843,3.37804768863258,0,0.425,-0.425,"U","",70648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","ADAMTS2","chr5",179189711,179191704,1994,"*",-0.000760044108763057,0.000760044108763057,12.9962761777897,0.25,0,0.25,"M","",153757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","ADAMTS2","chr5",179180980,179182912,1933,"*",-0.000226576762831494,0.000226576762831494,3.73826886160663,0.08,0,0.08,"M","",162549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","ADAMTS2","chr5",179115831,179117735,1905,"*",-0.000500981783972795,0.000500981783972795,8.50040418759795,0.335,0,0.335,"M","",227726,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","ADAMTS2","chr5",179341918,179343906,1989,"*",-0.00021093544023961,0.00021093544023961,3.4668230456728,0.18,0.03,0.15,"M","ADAMTS2",1555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","ADAMTS2","chr5",180008740,180008777,38,"*",-0.000156646722023023,0.000156646722023023,2.52467475062076,0.525,0.9,-0.375,"U","",-663279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","ADAMTS2","chr5",179306020,179307980,1961,"*",-0.000156293487445489,0.000156293487445489,2.5185445754037,0.115,0,0.115,"M","",37481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","ADAMTS2","chr5",179216578,179218325,1748,"*",-0.000132956996785001,0.000132956996785001,2.11355371154574,0.2,0,0.2,"M","",127136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","ADAMTS3","chr4",72918638,72919755,1118,"*",0.000187899633773371,0.000187899633773371,3.06705037650183,0,0.39,-0.39,"U","",-349417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101","ADAMTS3","chr4",72718140,72719589,1450,"*",0.0001546312284188,0.0001546312284188,2.48969706234063,0,0.325,-0.325,"U","",-148919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102","ADAMTS3","chr4",72926742,72928735,1994,"*",0.000139284464350071,0.000139284464350071,2.22336313372891,0.03,0.325,-0.295,"U","",-357521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103","ADAMTSL2","chr9",133275239,133275308,70,"*",-0.000336240259503653,0.000336240259503653,5.6414133787957,0.345,0,0.345,"M","ABO",-256856,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","ADAMTSL2","chr9",133484719,133484843,125,"*",-0.000226576762831494,0.000226576762831494,3.73826886160663,0.16,0,0.16,"M","",-47321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105","ADAMTSL2","chr9",133482605,133483013,409,"*",-0.000187493991607401,0.000187493991607401,3.06001069887405,0.33,0.06,0.27,"M","",-49151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","ADAMTSL2","chr9",133429839,133429903,65,"*",-0.000216148153183425,0.000216148153183425,3.55728656689682,0.53,0.07,0.46,"M","",-102261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","ADAMTSL2","chr9",133434801,133435024,224,"*",-0.000187493991607473,0.000187493991607473,3.06001069887529,0.35,0.08,0.27,"M","",-97140,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108","ADAMTSL2","chr9",133454715,133454962,248,"*",-0.000185932288249474,0.000185932288249474,3.03290826941204,0.365,0.03,0.335,"M","",-77202,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","ADAMTSL2","chr9",133381368,133381473,106,"*",-0.000140727821057663,0.000140727821057663,2.24841172772562,0.315,0,0.315,"M","",-150691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","ADAMTSL2","chr9",133246662,133248619,1958,"*",-0.000132956996784948,0.000132956996784948,2.11355371154483,0.17,0.02,0.15,"M","",-283545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","ADAMTSL2","chr9",133511517,133511636,120,"*",-0.000151101782101895,0.000151101782101895,2.42844562854027,0.335,0,0.335,"M","",-20528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","ADAP1","chr7",911020,911080,61,"*",-0.00043820476708664,0.00043820476708664,7.41094653652977,0.295,0,0.295,"M","",64469,"ENSG00000105963",60.670688806858,6.17356019211022,0.891783783989764,3.5295079115087e-13,9.38222796218237e-12,231.566795471677,28.0804673018385,0,0,0,0,166.682119903758,1.79700208648864,36.9278659210421,7.62803622911646,0.823752574580183,34.4058871682811,215.444771414365,213.010945904098,34.3633769344838,0,"protein_coding","ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486]"
"113","ADAP1","chr7",935575,935627,53,"*",-0.000190097155940581,0.000190097155940581,3.10518706182411,0.205,0,0.205,"M","",39922,"ENSG00000105963",60.670688806858,6.17356019211022,0.891783783989764,3.5295079115087e-13,9.38222796218237e-12,231.566795471677,28.0804673018385,0,0,0,0,166.682119903758,1.79700208648864,36.9278659210421,7.62803622911646,0.823752574580183,34.4058871682811,215.444771414365,213.010945904098,34.3633769344838,0,"protein_coding","ArfGAP with dual PH domains 1 [Source:HGNC Symbol;Acc:HGNC:16486]"
"114","ADARB1","chr21",45001500,45001579,80,"*",-0.00013813654555667,0.00013813654555667,2.20344168836072,0.155,0,0.155,"M","",-72274,"ENSG00000197381",905.59457978889,1.52220269473449,0.716538158258328,0.00190674771674374,0.00767019270335433,897.032835614535,2034.07885017692,686.699604912582,36.3920880965414,790.566501582133,603.360594729158,801.854275847692,573.243665589876,2716.96773514067,56.2567671897339,45.3063916019101,2258.58001249845,829.979119397035,832.531330556476,1291.9167456007,34.746758087822,"protein_coding","adenosine deaminase RNA specific B1 [Source:HGNC Symbol;Acc:HGNC:226]"
"115","ADARB1","chr21",45001339,45001429,91,"*",-0.00021093544023978,0.00021093544023978,3.46682304567575,0.3,0,0.3,"M","",-72424,"ENSG00000197381",905.59457978889,1.52220269473449,0.716538158258328,0.00190674771674374,0.00767019270335433,897.032835614535,2034.07885017692,686.699604912582,36.3920880965414,790.566501582133,603.360594729158,801.854275847692,573.243665589876,2716.96773514067,56.2567671897339,45.3063916019101,2258.58001249845,829.979119397035,832.531330556476,1291.9167456007,34.746758087822,"protein_coding","adenosine deaminase RNA specific B1 [Source:HGNC Symbol;Acc:HGNC:226]"
"116","ADARB1","chr21",44990805,44990880,76,"*",-0.0001485070515752,0.0001485070515752,2.38341562926691,0.22,0,0.22,"M","",-82973,"ENSG00000197381",905.59457978889,1.52220269473449,0.716538158258328,0.00190674771674374,0.00767019270335433,897.032835614535,2034.07885017692,686.699604912582,36.3920880965414,790.566501582133,603.360594729158,801.854275847692,573.243665589876,2716.96773514067,56.2567671897339,45.3063916019101,2258.58001249845,829.979119397035,832.531330556476,1291.9167456007,34.746758087822,"protein_coding","adenosine deaminase RNA specific B1 [Source:HGNC Symbol;Acc:HGNC:226]"
"117","ADCY1","chr7",45170361,45170559,199,"*",0.00048762210533293,0.00048762210533293,8.26855494034225,0.28,0.605,-0.325,"U","",-403581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","ADCY2","chr5",7510278,7512169,1892,"*",0.000291616170632696,0.000291616170632696,4.86698895639005,0,0.395,-0.395,"U","",114140,"ENSG00000078295",12.6700255530058,-3.13943635454358,2.62965377547737,0.00467715232268274,0.0162508160310463,0,0,0,34.9364045726797,0,0,0,0,0,61.0242898329317,51.8964121985515,0,0,0,0,54.8633022439295,"protein_coding","adenylate cyclase 2 [Source:HGNC Symbol;Acc:HGNC:233]"
"119","ADCY2","chr5",7714492,7716479,1988,"*",0.000138005871099707,0.000138005871099707,2.20117391117092,0,0.39,-0.39,"U","",318354,"ENSG00000078295",12.6700255530058,-3.13943635454358,2.62965377547737,0.00467715232268274,0.0162508160310463,0,0,0,34.9364045726797,0,0,0,0,0,61.0242898329317,51.8964121985515,0,0,0,0,54.8633022439295,"protein_coding","adenylate cyclase 2 [Source:HGNC Symbol;Acc:HGNC:233]"
"120","ADCY2","chr5",7778489,7779726,1238,"*",0.000172542627599667,0.000172542627599667,2.80053870227264,0,0.24,-0.24,"U","",382351,"ENSG00000078295",12.6700255530058,-3.13943635454358,2.62965377547737,0.00467715232268274,0.0162508160310463,0,0,0,34.9364045726797,0,0,0,0,0,61.0242898329317,51.8964121985515,0,0,0,0,54.8633022439295,"protein_coding","adenylate cyclase 2 [Source:HGNC Symbol;Acc:HGNC:233]"
"121","ADCY6","chr12",48751474,48751833,360,"*",-0.000364317718532798,0.000364317718532798,6.12868091840065,0.475,0.88,-0.405,"U","",37256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","ADCY7","chr16",50246640,50246694,55,"*",-0.000183764915522402,0.000183764915522402,2.99529480962457,0.64,1,-0.36,"U","ADCY7",503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","ADCY8","chr8",130720326,130722257,1932,"*",0.000245511295871198,0.000245511295871198,4.0668663788623,0.02,0.355,-0.335,"U","",318652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","ADCYAP1","chr18",905610,905637,28,"*",-0.000349967208678544,0.000349967208678544,5.87963638693145,0.51,0.77,-0.26,"U","",739,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","ADCYAP1R1","chr7",30988581,30988808,228,"*",-0.000235965768746403,0.000235965768746403,3.90120945415614,0.415,0,0.415,"M","",-63500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","ADD2","chr2",70585924,70586010,87,"*",-0.000140030496893029,0.000140030496893029,2.23631008314107,0.64,0.81,-0.17,"U","",182215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","ADD2","chr2",70641873,70641939,67,"*",-0.000129199379670334,0.000129199379670334,2.04834250976496,0.63,1,-0.37,"U","",126286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","ADD2","chr2",70625376,70625890,515,"*",-0.000135289614003246,0.000135289614003246,2.1540348908289,0.415,0.8,-0.385,"U","",142335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","ADGRA1","chr10",133126565,133126588,24,"*",-0.00019472205658768,0.00019472205658768,3.18544945155424,0.455,0,0.455,"M","",38641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","ADGRB1","chr8",142505994,142507977,1984,"*",-0.00118410377143913,0.00118410377143913,20.355578465913,0.385,0,0.385,"M","",56564,"ENSG00000181790",329.327723579675,7.52946733891685,1.34311398183317,5.15057874983531e-10,8.9728010904157e-09,0,1301.35415651958,0,0,2.37645240956553,0,8.90050154825894,1.79700208648864,1520.50487929891,1.90700905727912,2.47125772374055,1155.37188845744,0,7.31716989746903,1262.67131842242,4.57194185366079,"protein_coding","adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]"
"131","ADGRB1","chr8",142481705,142483368,1664,"*",-0.000250054303730686,0.000250054303730686,4.14570756815229,0.175,0,0.175,"M","",32275,"ENSG00000181790",329.327723579675,7.52946733891685,1.34311398183317,5.15057874983531e-10,8.9728010904157e-09,0,1301.35415651958,0,0,2.37645240956553,0,8.90050154825894,1.79700208648864,1520.50487929891,1.90700905727912,2.47125772374055,1155.37188845744,0,7.31716989746903,1262.67131842242,4.57194185366079,"protein_coding","adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]"
"132","ADGRB1","chr8",142502931,142504367,1437,"*",-0.000791452151304024,0.000791452151304024,13.541344005931,0.26,0,0.26,"M","",53501,"ENSG00000181790",329.327723579675,7.52946733891685,1.34311398183317,5.15057874983531e-10,8.9728010904157e-09,0,1301.35415651958,0,0,2.37645240956553,0,8.90050154825894,1.79700208648864,1520.50487929891,1.90700905727912,2.47125772374055,1155.37188845744,0,7.31716989746903,1262.67131842242,4.57194185366079,"protein_coding","adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]"
"133","ADGRB1","chr8",142577940,142579098,1159,"*",-0.000351921624490217,0.000351921624490217,5.91355410658444,0.27,0.03,0.24,"M","",128510,"ENSG00000181790",329.327723579675,7.52946733891685,1.34311398183317,5.15057874983531e-10,8.9728010904157e-09,0,1301.35415651958,0,0,2.37645240956553,0,8.90050154825894,1.79700208648864,1520.50487929891,1.90700905727912,2.47125772374055,1155.37188845744,0,7.31716989746903,1262.67131842242,4.57194185366079,"protein_coding","adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]"
"134","ADGRB1","chr8",142536949,142538943,1995,"*",-0.0013411795127851,0.0013411795127851,23.0815341849766,0.435,0,0.435,"M","",87519,"ENSG00000181790",329.327723579675,7.52946733891685,1.34311398183317,5.15057874983531e-10,8.9728010904157e-09,0,1301.35415651958,0,0,2.37645240956553,0,8.90050154825894,1.79700208648864,1520.50487929891,1.90700905727912,2.47125772374055,1155.37188845744,0,7.31716989746903,1262.67131842242,4.57194185366079,"protein_coding","adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]"
"135","ADGRB1","chr8",142613259,142613321,63,"*",-0.00031533604939629,0.00031533604939629,5.27863329190013,0.325,0,0.325,"M","",163829,"ENSG00000181790",329.327723579675,7.52946733891685,1.34311398183317,5.15057874983531e-10,8.9728010904157e-09,0,1301.35415651958,0,0,2.37645240956553,0,8.90050154825894,1.79700208648864,1520.50487929891,1.90700905727912,2.47125772374055,1155.37188845744,0,7.31716989746903,1262.67131842242,4.57194185366079,"protein_coding","adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]"
"136","ADGRB1","chr8",142412408,142413146,739,"*",-0.000140727821057662,0.000140727821057662,2.2484117277256,0.105,0,0.105,"M","",-36284,"ENSG00000181790",329.327723579675,7.52946733891685,1.34311398183317,5.15057874983531e-10,8.9728010904157e-09,0,1301.35415651958,0,0,2.37645240956553,0,8.90050154825894,1.79700208648864,1520.50487929891,1.90700905727912,2.47125772374055,1155.37188845744,0,7.31716989746903,1262.67131842242,4.57194185366079,"protein_coding","adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]"
"137","ADGRB1","chr8",142464372,142465038,667,"*",-0.000500981783972795,0.000500981783972795,8.50040418759795,0.335,0,0.335,"M","",14942,"ENSG00000181790",329.327723579675,7.52946733891685,1.34311398183317,5.15057874983531e-10,8.9728010904157e-09,0,1301.35415651958,0,0,2.37645240956553,0,8.90050154825894,1.79700208648864,1520.50487929891,1.90700905727912,2.47125772374055,1155.37188845744,0,7.31716989746903,1262.67131842242,4.57194185366079,"protein_coding","adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]"
"138","ADGRB1","chr8",142493030,142494938,1909,"*",-0.000398978831046108,0.000398978831046108,6.73020383387529,0.135,0,0.135,"M","",43600,"ENSG00000181790",329.327723579675,7.52946733891685,1.34311398183317,5.15057874983531e-10,8.9728010904157e-09,0,1301.35415651958,0,0,2.37645240956553,0,8.90050154825894,1.79700208648864,1520.50487929891,1.90700905727912,2.47125772374055,1155.37188845744,0,7.31716989746903,1262.67131842242,4.57194185366079,"protein_coding","adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]"
"139","ADGRB1","chr8",142531988,142533968,1981,"*",-0.000150236785607355,0.000150236785607355,2.41343413076821,0.51,0.01,0.5,"M","",82558,"ENSG00000181790",329.327723579675,7.52946733891685,1.34311398183317,5.15057874983531e-10,8.9728010904157e-09,0,1301.35415651958,0,0,2.37645240956553,0,8.90050154825894,1.79700208648864,1520.50487929891,1.90700905727912,2.47125772374055,1155.37188845744,0,7.31716989746903,1262.67131842242,4.57194185366079,"protein_coding","adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]"
"140","ADGRB1","chr8",142452544,142452652,109,"*",-0.00041466812773862,0.00041466812773862,7.00248221168563,0.14,0,0.14,"M","",3114,"ENSG00000181790",329.327723579675,7.52946733891685,1.34311398183317,5.15057874983531e-10,8.9728010904157e-09,0,1301.35415651958,0,0,2.37645240956553,0,8.90050154825894,1.79700208648864,1520.50487929891,1.90700905727912,2.47125772374055,1155.37188845744,0,7.31716989746903,1262.67131842242,4.57194185366079,"protein_coding","adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]"
"141","ADGRB1","chr8",142548734,142549773,1040,"*",-0.000289214106725858,0.000289214106725858,4.82530257128506,0.2,0,0.2,"M","",99304,"ENSG00000181790",329.327723579675,7.52946733891685,1.34311398183317,5.15057874983531e-10,8.9728010904157e-09,0,1301.35415651958,0,0,2.37645240956553,0,8.90050154825894,1.79700208648864,1520.50487929891,1.90700905727912,2.47125772374055,1155.37188845744,0,7.31716989746903,1262.67131842242,4.57194185366079,"protein_coding","adhesion G protein-coupled receptor B1 [Source:HGNC Symbol;Acc:HGNC:943]"
