"","seqnames","start","end","width","strand","startCpG","endCpG","target","region","lenCpG","bp","tg_mean","bg_mean","delta_means","delta_quants","delta_maxmin","ttest","direction","annotated_genes","dist_to_TSS"
"140","chr1",193954386,193956151,1766,"*",1834373,1834381,"R","chr1:193954386-193956151","8CpGs","1765bp",0.417,0.838,0.421,0.344,0.3,0.0441,"U","B3GALT2","-767773"
"141","chr1",196900039,196900769,731,"*",1850702,1850705,"R","chr1:196900039-196900769","3CpGs","730bp",0.2,0.571,0.371,0.371,0.371,0,"U","CFHR4, ASPM","12025, 245925"
"142","chr1",196989887,196990287,401,"*",1851255,1851260,"R","chr1:196989887-196990287","5CpGs","400bp",0.199,0.75,0.551,0.511,0.504,0.00461,"U","CFHR4, ASPM","101873, 156407"
"143","chr1",197901985,197902149,165,"*",1856964,1856967,"R","chr1:197901985-197902149","3CpGs","164bp",0.303,0.753,0.45,0.39,0.373,0.0151,"U","C1orf53","-481"
"144","chr1",200915815,200915841,27,"*",1879994,1880002,"R","chr1:200915815-200915841","8CpGs","26bp",0.484,0.858,0.374,0.324,0.295,0.0249,"U","INAVA, KIF21B","24767, 107873"
"145","chr1",204207221,204207355,135,"*",1921996,1922006,"R","chr1:204207221-204207355","10CpGs","134bp",0.0577,0.387,0.33,0.262,0.231,0.0433,"U","KISS1, GOLT1A","-10730, 6633"
"146","chr1",205490143,205490405,263,"*",1938247,1938250,"R","chr1:205490143-205490405","3CpGs","262bp",0.268,0.635,0.367,0.283,0.27,0.0458,"U","BLACAT1, CDK18","-33052, -14191"
"147","chr1",215123023,215123044,22,"*",2028268,2028271,"R","chr1:215123023-215123044","3CpGs","21bp",0.278,0.805,0.527,0.495,0.467,0.011,"U","KCNK2, KCTD3","117248, -444260"
"148","chr1",215481555,215481745,191,"*",2030302,2030306,"R","chr1:215481555-215481745","4CpGs","190bp",0.0455,0.369,0.324,0.296,0.273,0.0194,"U","KCNK2, KCTD3","475780, -85559"
"149","chr1",220634542,220635123,582,"*",2066899,2066902,"R","chr1:220634542-220635123","3CpGs","581bp",0.646,0.95,0.304,0.246,0.233,0.0303,"U","MARK1, C1orf115","106406, -55240"
"150","chr1",223147179,223148018,840,"*",2087022,2087026,"R","chr1:223147179-223148018","4CpGs","839bp",0.65,1,0.35,0.333,0.316,0.00952,"U","TLR5","-3931"
"151","chr1",227766232,227766402,171,"*",2139103,2139111,"R","chr1:227766232-227766402","8CpGs","170bp",0.439,0.825,0.385,0.372,0.366,0.00129,"U","JMJD4, PRSS38","-30821, -49273"
"152","chr1",228150797,228150993,197,"*",2145849,2145856,"R","chr1:228150797-228150993","7CpGs","196bp",0.0783,0.558,0.48,0.451,0.434,0.00536,"U","GJC2, IBA57","867, -14811"
"153","chr1",228322061,228322211,151,"*",2149431,2149434,"R","chr1:228322061-228322211","3CpGs","150bp",0.606,0.944,0.339,0.283,0.278,0.0261,"U","OBSCN, TRIM11","114017, 84624"
"154","chr1",230469830,230471319,1490,"*",2179257,2179264,"R","chr1:230469830-230471319","7CpGs","1489bp",0.638,0.944,0.307,0.262,0.234,0.0335,"U","PGBD5, COG2","-43498, -171162"
"155","chr1",231627186,231627262,77,"*",2192445,2192453,"R","chr1:231627186-231627262","8CpGs","76bp",0.299,0.632,0.332,0.265,0.234,0.0425,"U","DISC1","396"
"156","chr1",233615153,233615384,232,"*",2210919,2210934,"R","chr1:233615153-233615384","15CpGs","231bp",0.36,0.852,0.492,0.393,0.365,0.0333,"U","KCNK1, SLC35F3","1047, -289292"
"157","chr1",234716477,234716585,109,"*",2222281,2222284,"R","chr1:234716477-234716585","3CpGs","108bp",0.233,0.703,0.469,0.373,0.336,0.0379,"U","IRF2BP2, TOMM20","-106299, 412252"
"158","chr1",236107285,236107407,123,"*",2241155,2241158,"R","chr1:236107285-236107407","3CpGs","122bp",0.402,0.735,0.333,0.279,0.264,0.0221,"U","NID1, GPR137B","-42176, -35098"
"159","chr1",244213431,244213843,413,"*",2318030,2318033,"R","chr1:244213431-244213843","3CpGs","412bp",0.5,0.838,0.338,0.334,0.333,0.000169,"U","ZBTB18, SPMIP3","164884, -138792"
"160","chr1",246712950,246713055,106,"*",2350787,2350790,"R","chr1:246712950-246713055","3CpGs","105bp",0.125,0.714,0.589,0.482,0.417,0.0479,"U","TFB2M, SCCPDH","-146689, -11354"
"161","chr1",248432850,248433090,241,"*",2369552,2369559,"R","chr1:248432850-248433090","7CpGs","240bp",0.278,0.879,0.601,0.57,0.542,0.00848,"U","OR14C36, OR2T29","84075, 129682"
"162","chr1",918271,918497,227,"*",9874,9887,"R","chr1:918271-918497","13CpGs","226bp",0.918,0.602,0.315,0.303,0.298,0.00147,"M","LOC105378947, SAMD11","-90475, -5426"
"163","chr1",943983,944004,22,"*",11243,11247,"R","chr1:943983-944004","4CpGs","21bp",0.901,0.568,0.333,0.253,0.233,0.0474,"M","SAMD11, KLHL17","20060, -16580"
"164","chr1",1155432,1155480,49,"*",20088,20093,"R","chr1:1155432-1155480","5CpGs","48bp",0.974,0.66,0.313,0.278,0.263,0.0126,"M","C1orf159, TTLL10","-39071, -18400"
"165","chr1",1299158,1299191,34,"*",26199,26202,"R","chr1:1299158-1299191","3CpGs","33bp",0.399,0.05,0.349,0.292,0.281,0.0224,"M","SCNN1D, PUSL1","18722, -9406"
"166","chr1",2074981,2075187,207,"*",53220,53232,"R","chr1:2074981-2075187","12CpGs","206bp",0.744,0.254,0.49,0.479,0.472,0.000935,"M","PRKCZ, FAAP20","24570, 137533"
"167","chr1",2530511,2530604,94,"*",69061,69068,"R","chr1:2530511-2530604","7CpGs","93bp",0.887,0.438,0.45,0.363,0.333,0.0321,"M","PEX10, ACTRT2","-116714, -490863"
"168","chr1",2552757,2552818,62,"*",69785,69788,"R","chr1:2552757-2552818","3CpGs","61bp",0.8,0.188,0.613,0.553,0.55,0.0103,"M","PEX10, ACTRT2","-138960, -468649"
"169","chr1",3287315,3287328,14,"*",88311,88315,"R","chr1:3287315-3287328","4CpGs","13bp",0.909,0.271,0.638,0.494,0.443,0.0439,"M","LOC124903827, ARHGEF16","-218227, -167337"
"170","chr1",3421427,3421467,41,"*",92065,92068,"R","chr1:3421427-3421467","3CpGs","40bp",0.675,0.293,0.382,0.326,0.287,0.0388,"M","LOC124903827, ARHGEF16","-352339, -33198"
"171","chr1",3477533,3477551,19,"*",93766,93769,"R","chr1:3477533-3477551","3CpGs","18bp",0.817,0.458,0.358,0.31,0.3,0.0153,"M","ARHGEF16, TPRG1L","22868, -147464"
"172","chr1",4059173,4059249,77,"*",108671,108674,"R","chr1:4059173-4059249","3CpGs","76bp",0.568,0.2,0.368,0.334,0.3,0.0326,"M","C1orf174, AJAP1","-158880, -595360"
"173","chr1",4230235,4230324,90,"*",111255,111259,"R","chr1:4230235-4230324","4CpGs","89bp",0.833,0.446,0.387,0.379,0.379,0.000484,"M","C1orf174, AJAP1","-329942, -424285"
"174","chr1",4552792,4554541,1750,"*",114942,114956,"R","chr1:4552792-4554541","14CpGs","1749bp",0.764,0.196,0.567,0.468,0.446,0.0256,"M","C1orf174, AJAP1","-652499, -100068"
"175","chr1",4762515,4764387,1873,"*",118804,118823,"R","chr1:4762515-4764387","19CpGs","1872bp",0.852,0.524,0.329,0.319,0.317,0.000729,"M","AJAP1","107906"
"176","chr1",5575493,5575848,356,"*",127450,127455,"R","chr1:5575493-5575848","5CpGs","355bp",0.889,0.581,0.308,0.29,0.289,0.00369,"M","AJAP1, KCNAB2","920884, -415079"
"177","chr1",6178895,6178967,73,"*",139000,139004,"R","chr1:6178895-6178967","4CpGs","72bp",0.31,0,0.31,0.298,0.286,0.00587,"M","NPHP4, CHD5","-186422, 1354"
"178","chr1",6889759,6890124,366,"*",156089,156092,"R","chr1:6889759-6890124","3CpGs","365bp",0.414,0,0.414,0.407,0.4,0.00119,"M","CAMTA1, VAMP3","104305, -881172"
"179","chr1",9203081,9203297,217,"*",192528,192533,"R","chr1:9203081-9203297","5CpGs","216bp",0.757,0.287,0.47,0.365,0.339,0.0404,"M","GPR157, H6PD","-73979, -31477"
"180","chr1",9561194,9561237,44,"*",200016,200021,"R","chr1:9561194-9561237","5CpGs","43bp",0.822,0.518,0.304,0.282,0.275,0.00478,"M","SLC25A33, TMEM201","21729, -27674"
"181","chr1",9615743,9615788,46,"*",201352,201355,"R","chr1:9615743-9615788","3CpGs","45bp",1,0.632,0.368,0.311,0.308,0.0259,"M","TMEM201, PIK3CD","26832, -14101"
"182","chr1",11701658,11701730,73,"*",239936,239942,"R","chr1:11701658-11701730","6CpGs","72bp",0.544,0.113,0.431,0.364,0.34,0.0215,"M","MAD2L2, AGTRAP","-9847, -34354"
"183","chr1",14000868,14000928,61,"*",271847,271851,"R","chr1:14000868-14000928","4CpGs","60bp",0.615,0.1,0.515,0.394,0.362,0.0448,"M","KAZN","108076"
"184","chr1",14140679,14141453,775,"*",273053,273073,"R","chr1:14140679-14141453","20CpGs","774bp",0.745,0.154,0.591,0.461,0.425,0.0396,"M","KAZN","247887"
"185","chr1",14345659,14346004,346,"*",274742,274747,"R","chr1:14345659-14346004","5CpGs","345bp",1,0.594,0.406,0.377,0.375,0.00587,"M","KAZN, TMEM51","452867, -806528"
"186","chr1",14497140,14498842,1703,"*",276274,276290,"R","chr1:14497140-14498842","16CpGs","1702bp",0.956,0.467,0.489,0.385,0.376,0.0443,"M","KAZN, TMEM51","604348, -653690"
"187","chr1",14641525,14641919,395,"*",278118,278125,"R","chr1:14641525-14641919","7CpGs","394bp",0.725,0.233,0.491,0.409,0.388,0.0233,"M","KAZN, TMEM51","748733, -510613"
"188","chr1",14643271,14644463,1193,"*",278142,278155,"R","chr1:14643271-14644463","13CpGs","1192bp",0.582,0.0841,0.498,0.485,0.483,0.000659,"M","KAZN, TMEM51","750479, -508069"
"189","chr1",14738699,14739772,1074,"*",279422,279443,"R","chr1:14738699-14739772","21CpGs","1073bp",0.528,0.0948,0.433,0.42,0.411,0.00176,"M","KAZN, TMEM51","845907, -412760"
"190","chr1",14777957,14778333,377,"*",279932,279935,"R","chr1:14777957-14778333","3CpGs","376bp",0.372,0,0.372,0.336,0.3,0.0356,"M","KAZN, TMEM51","885165, -374199"
"191","chr1",14937658,14937705,48,"*",282490,282493,"R","chr1:14937658-14937705","3CpGs","47bp",0.739,0.258,0.48,0.467,0.461,0.00086,"M","TMEM51","-214827"
"192","chr1",17318834,17318935,102,"*",324210,324214,"R","chr1:17318834-17318935","4CpGs","101bp",0.792,0.323,0.469,0.427,0.394,0.0191,"M","SDHB, ARHGEF10L","-264802, -220763"
"193","chr1",17699388,17699411,24,"*",331222,331225,"R","chr1:17699388-17699411","3CpGs","23bp",0.944,0.556,0.389,0.361,0.333,0.0198,"M","ARHGEF10L, ACTL8","159690, -55922"
"194","chr1",18023018,18023228,211,"*",335220,335225,"R","chr1:18023018-18023228","5CpGs","210bp",0.697,0.229,0.468,0.354,0.333,0.0498,"M","ACTL8, IGSF21","267685, -84570"
"195","chr1",18518189,18518587,399,"*",341302,341306,"R","chr1:18518189-18518587","4CpGs","398bp",0.873,0.486,0.387,0.298,0.286,0.0471,"M","KLHDC7A, PAX7","37259, -112259"
"196","chr1",22434202,22434910,709,"*",401012,401016,"R","chr1:22434202-22434910","4CpGs","708bp",0.721,0.208,0.514,0.413,0.37,0.0372,"M","ZBTB40, EPHA8","5364, -128579"
"197","chr1",24800789,24800935,147,"*",436752,436756,"R","chr1:24800789-24800935","4CpGs","146bp",0.415,0,0.415,0.395,0.375,0.00907,"M","CLIC4, RUNX3","55407, 164186"
"198","chr1",24977413,24977801,389,"*",439806,439809,"R","chr1:24977413-24977801","3CpGs","388bp",0.414,0,0.414,0.407,0.4,0.00119,"M","RUNX3, SYF2","-12292, 254701"
"199","chr1",27568417,27568445,29,"*",482484,482487,"R","chr1:27568417-27568445","3CpGs","28bp",0.756,0.31,0.447,0.379,0.333,0.0406,"M","WASF2, AHDC1","-78250, 35986"
"200","chr1",31645640,31645800,161,"*",537975,537979,"R","chr1:31645640-31645800","4CpGs","160bp",0.896,0.431,0.465,0.425,0.413,0.00632,"M","PEF1","-744"
"201","chr1",33261496,33261776,281,"*",564076,564083,"R","chr1:33261496-33261776","7CpGs","280bp",0.756,0.168,0.588,0.553,0.541,0.00318,"M","ZNF362, A3GALT2","5004, 59322"
"202","chr1",33914779,33915666,888,"*",571026,571031,"R","chr1:33914779-33915666","5CpGs","887bp",0.581,0.254,0.327,0.28,0.268,0.0177,"M","HMGB4, C1orf94","54304, -251217"
"203","chr1",34009438,34009682,245,"*",571857,571860,"R","chr1:34009438-34009682","3CpGs","244bp",0.857,0.357,0.5,0.432,0.429,0.0198,"M","HMGB4, C1orf94","148963, -157201"
"204","chr1",34158328,34158912,585,"*",573240,573246,"R","chr1:34158328-34158912","6CpGs","584bp",0.732,0.31,0.423,0.391,0.381,0.00492,"M","HMGB4, C1orf94","297853, -7971"
"205","chr1",34202412,34203177,766,"*",573928,573936,"R","chr1:34202412-34203177","8CpGs","765bp",0.911,0.609,0.302,0.253,0.229,0.0298,"M","CSMD2, GJB5","-36570, -551870"
"206","chr1",34211740,34212380,641,"*",574025,574030,"R","chr1:34211740-34212380","5CpGs","640bp",0.536,0.199,0.337,0.289,0.269,0.0197,"M","CSMD2, GJB5","-45898, -542667"
"207","chr1",34472686,34473905,1220,"*",575946,575952,"R","chr1:34472686-34473905","6CpGs","1219bp",0.847,0.357,0.49,0.469,0.455,0.00354,"M","CSMD2, GJB5","-306844, -281142"
"208","chr1",35189972,35190036,65,"*",583970,583974,"R","chr1:35189972-35190036","4CpGs","64bp",0.406,0.0812,0.325,0.313,0.309,0.00123,"M","ZMYM6, SFPQ","-158027, 3410"
"209","chr1",37056402,37056798,397,"*",608852,608862,"R","chr1:37056402-37056798","10CpGs","396bp",0.678,0.106,0.571,0.5,0.438,0.0432,"M","GRIK3, ZC3H12A","-21887, -417782"
"210","chr1",37077953,37078112,160,"*",609081,609085,"R","chr1:37077953-37078112","4CpGs","159bp",0.625,0.188,0.437,0.344,0.339,0.0463,"M","GRIK3, ZC3H12A","-43438, -396468"
"211","chr1",40315563,40315602,40,"*",651331,651336,"R","chr1:40315563-40315602","5CpGs","39bp",0.865,0.54,0.326,0.246,0.231,0.0491,"M","ZMPSTE24, COL9A2","57522, 2211"
"212","chr1",42423775,42424444,670,"*",675228,675233,"R","chr1:42423775-42424444","5CpGs","669bp",0.851,0.528,0.323,0.277,0.257,0.0207,"M","RIMKLA, PPCS","42983, -31673"
"213","chr1",44509129,44509333,205,"*",702110,702115,"R","chr1:44509129-44509333","5CpGs","204bp",0.767,0.329,0.438,0.371,0.33,0.0351,"M","RNF220, ARMH1","103935, -165359"
"214","chr1",44509713,44509795,83,"*",702121,702124,"R","chr1:44509713-44509795","3CpGs","82bp",0.708,0.156,0.552,0.464,0.415,0.0327,"M","RNF220, ARMH1","104519, -164897"
"215","chr1",44842771,44842826,56,"*",707898,707901,"R","chr1:44842771-44842826","3CpGs","55bp",0.75,0.167,0.583,0.542,0.5,0.0198,"M","PTCH2","427"
"216","chr1",55040589,55040710,122,"*",816456,816461,"R","chr1:55040589-55040710","5CpGs","121bp",0.757,0.311,0.446,0.34,0.314,0.0456,"M","PCSK9, USP24","1142, 174668"
"217","chr1",64337493,64337702,210,"*",889755,889758,"R","chr1:64337493-64337702","3CpGs","209bp",0.775,0.3,0.475,0.367,0.35,0.044,"M","UBE2U, CACHD1","133870, -132427"
"218","chr1",65688337,65688431,95,"*",902112,902116,"R","chr1:65688337-65688431","4CpGs","94bp",0.69,0.258,0.433,0.349,0.333,0.032,"M","LEPR, PDE4B","267685, -104083"
"219","chr1",70656693,70657601,909,"*",935890,935893,"R","chr1:70656693-70657601","3CpGs","908bp",0.521,0.146,0.376,0.322,0.288,0.033,"M","CTH, PTGER3","245475, 390215"
"220","chr1",81813347,81813742,396,"*",1003290,1003294,"R","chr1:81813347-81813742","4CpGs","395bp",0.917,0.569,0.347,0.326,0.317,0.00388,"M","ADGRL2","507200"
"221","chr1",84364296,84366216,1921,"*",1018149,1018155,"R","chr1:84364296-84366216","6CpGs","1920bp",0.969,0.649,0.319,0.268,0.25,0.023,"M","SAMD13, DNASE2B","65930, -32268"
"222","chr1",85748813,85748890,78,"*",1029660,1029667,"R","chr1:85748813-85748890","7CpGs","77bp",0.827,0.317,0.509,0.433,0.393,0.0275,"M","ZNHIT6, COL24A1","-40380, 408053"
"223","chr1",86031896,86033540,1645,"*",1031296,1031302,"R","chr1:86031896-86033540","6CpGs","1644bp",0.429,0.0357,0.393,0.323,0.286,0.0389,"M","ZNHIT6, COL24A1","-323463, 123403"
"224","chr1",87970596,87970659,64,"*",1046137,1046141,"R","chr1:87970596-87970659","4CpGs","63bp",0.389,0,0.389,0.361,0.333,0.0198,"M","LMO4, PKN2","641716, -713563"
"225","chr1",88198993,88200927,1935,"*",1047403,1047408,"R","chr1:88198993-88200927","5CpGs","1934bp",0.92,0.55,0.37,0.321,0.317,0.0179,"M","LMO4, PKN2","870113, -483295"
"226","chr1",89805745,89806205,461,"*",1058869,1058872,"R","chr1:89805745-89806205","3CpGs","460bp",1,0.657,0.343,0.289,0.286,0.0267,"M","LRRC8D, ZNF326","172605, -188905"
"227","chr1",90141275,90141763,489,"*",1061836,1061839,"R","chr1:90141275-90141763","3CpGs","488bp",0.69,0.193,0.498,0.398,0.381,0.0352,"M","ZNF326, BARHL2","146165, 575539"
"228","chr1",93567237,93567338,102,"*",1091450,1091455,"R","chr1:93567237-93567338","5CpGs","101bp",0.962,0.464,0.497,0.444,0.423,0.011,"M","FNBP1L, BCAR3","119119, 279812"
"229","chr1",100681958,100682259,302,"*",1140976,1140980,"R","chr1:100681958-100682259","4CpGs","301bp",0.818,0.491,0.327,0.282,0.28,0.0201,"M","GPR88, VCAM1","143819, -37483"
"230","chr1",103606200,103606386,187,"*",1157478,1157483,"R","chr1:103606200-103606386","5CpGs","186bp",0.94,0.479,0.461,0.41,0.404,0.012,"M","AMY2B, AMY2A","52385, -11041"
"231","chr1",103626163,103627700,1538,"*",1157609,1157617,"R","chr1:103626163-103627700","8CpGs","1537bp",0.652,0.25,0.402,0.335,0.324,0.0247,"M","AMY2A, AMY1A","8736, -28060"
"232","chr1",108257909,108258200,292,"*",1184575,1184581,"R","chr1:108257909-108258200","6CpGs","291bp",0.837,0.279,0.559,0.472,0.443,0.0211,"M","VAV3, NBPF4","-292729, 15489"
"233","chr1",108266651,108267206,556,"*",1184648,1184652,"R","chr1:108266651-108267206","4CpGs","555bp",0.925,0.558,0.367,0.323,0.285,0.0396,"M","VAV3, NBPF4","-301471, 6483"
"234","chr1",108350683,108350924,242,"*",1185241,1185246,"R","chr1:108350683-108350924","5CpGs","241bp",0.935,0.325,0.61,0.507,0.471,0.0253,"M","NBPF4, NBPF6","-76994, -69765"
"235","chr1",108358417,108359138,722,"*",1185280,1185284,"R","chr1:108358417-108359138","4CpGs","721bp",0.769,0.33,0.439,0.353,0.307,0.0467,"M","NBPF4, NBPF6","-84728, -61551"
"236","chr1",110659271,110660489,1219,"*",1213213,1213223,"R","chr1:110659271-110660489","10CpGs","1218bp",0.981,0.552,0.429,0.351,0.338,0.0291,"M","KCNA2, KCNA3","-27797, 14451"
"237","chr1",110762431,110762607,177,"*",1214082,1214085,"R","chr1:110762431-110762607","3CpGs","176bp",0.775,0.418,0.357,0.303,0.288,0.0191,"M","KCNA3, CD53","-87491, -108581"
"238","chr1",112749371,112750476,1106,"*",1231746,1231751,"R","chr1:112749371-112750476","5CpGs","1105bp",0.41,0.0588,0.351,0.286,0.274,0.0295,"M","NUTF2P4, LRIG2","1276, -322722"
"239","chr1",112758250,112758745,496,"*",1231850,1231858,"R","chr1:112758250-112758745","8CpGs","495bp",0.431,0.0455,0.385,0.335,0.326,0.0149,"M","NUTF2P4, LRIG2","10155, -314453"
"240","chr1",115707072,115707382,311,"*",1258873,1258877,"R","chr1:115707072-115707382","4CpGs","310bp",0.817,0.351,0.466,0.384,0.371,0.028,"M","VANGL1, CASQ2","65102, 61502"
"241","chr1",118124318,118126275,1958,"*",1279263,1279275,"R","chr1:118124318-118126275","12CpGs","1957bp",0.342,0.0293,0.313,0.289,0.268,0.0179,"M","GDAP2, SPAG17","-194697, 58953"
"242","chr1",119077326,119078393,1068,"*",1285474,1285478,"R","chr1:119077326-119078393","4CpGs","1067bp",1,0.536,0.464,0.43,0.429,0.00587,"M","TBX15, WARS2","-87770, 62261"
"243","chr1",119249317,119249665,349,"*",1286832,1286837,"R","chr1:119249317-119249665","5CpGs","348bp",0.549,0.106,0.443,0.427,0.415,0.00273,"M","WARS2, HAO2","-108663, -119114"
"244","chr1",120216771,120217053,283,"*",1294548,1294553,"R","chr1:120216771-120217053","5CpGs","282bp",0.971,0.583,0.387,0.293,0.275,0.0483,"M","SEC22B, NBPF8","-40251, -197982"
"245","chr1",120634396,120636357,1962,"*",1298801,1298821,"R","chr1:120634396-120636357","20CpGs","1961bp",0.787,0.457,0.33,0.259,0.227,0.0462,"M","NBPF8, SRGAP2C","219361, -548454"
"246","chr1",120889725,120889860,136,"*",1301155,1301162,"R","chr1:120889725-120889860","7CpGs","135bp",0.793,0.272,0.52,0.398,0.363,0.0453,"M","NBPF8, SRGAP2C","474690, -294951"
"247","chr1",120954610,120954649,40,"*",1301939,1301944,"R","chr1:120954610-120954649","5CpGs","39bp",0.79,0.374,0.417,0.354,0.314,0.0354,"M","NBPF8, SRGAP2C","539575, -230162"
"248","chr1",121537210,121537315,106,"*",1307482,1307487,"R","chr1:121537210-121537315","5CpGs","105bp",0.822,0.481,0.341,0.297,0.269,0.0261,"M","LINC02798","140456"
"249","chr1",121538189,121538225,37,"*",1307515,1307520,"R","chr1:121538189-121538225","5CpGs","36bp",0.948,0.586,0.363,0.323,0.297,0.0212,"M","LINC02798","141435"
"250","chr1",121955236,121956134,899,"*",1315005,1315020,"R","chr1:121955236-121956134","15CpGs","898bp",0.402,0.0919,0.31,0.265,0.25,0.0184,"M","LINC02798","558482"
"251","chr1",143197086,143197149,64,"*",1375597,1375602,"R","chr1:143197086-143197149","5CpGs","63bp",0.864,0.488,0.375,0.284,0.258,0.0475,"M","H3-7","708828"
"252","chr1",143198343,143198392,50,"*",1375655,1375660,"R","chr1:143198343-143198392","5CpGs","49bp",0.8,0.292,0.508,0.498,0.497,0.000512,"M","H3-7","707585"
"253","chr1",143275081,143275110,30,"*",1379252,1379255,"R","chr1:143275081-143275110","3CpGs","29bp",0.657,0.31,0.347,0.312,0.298,0.00979,"M","H3-7","630867"
"254","chr1",143843069,143843122,54,"*",1386384,1386389,"R","chr1:143843069-143843122","5CpGs","53bp",0.713,0.245,0.468,0.459,0.454,0.000505,"M","H3-7","62855"
"255","chr1",144125063,144125654,592,"*",1389687,1389694,"R","chr1:144125063-144125654","7CpGs","591bp",0.708,0.373,0.335,0.267,0.244,0.0355,"M","FAM72C, PPIAL4E","-153077, 247980"
"256","chr1",146354398,146355937,1540,"*",1415799,1415808,"R","chr1:146354398-146355937","9CpGs","1539bp",0.43,0,0.43,0.382,0.333,0.0469,"M","PPIAL4H, NBPF12","-9633, -582387"
"257","chr1",146485170,146485253,84,"*",1417695,1417698,"R","chr1:146485170-146485253","3CpGs","83bp",0.657,0.25,0.407,0.379,0.35,0.0191,"M","PPIAL4H, NBPF12","-140405, -453071"
"258","chr1",146670906,146670920,15,"*",1419124,1419127,"R","chr1:146670906-146670920","3CpGs","14bp",0.89,0.559,0.331,0.299,0.285,0.00998,"M","PPIAL4H, NBPF12","-326141, -267404"
"259","chr1",148227527,148227540,14,"*",1434041,1434044,"R","chr1:148227527-148227540","3CpGs","13bp",0.784,0.477,0.307,0.268,0.25,0.0174,"M","NBPF11, LOC124904396","-75205, 232273"
"260","chr1",148423088,148423128,41,"*",1436643,1436646,"R","chr1:148423088-148423128","3CpGs","40bp",0.958,0.478,0.481,0.386,0.361,0.0321,"M","NBPF11, LOC124904396","-270766, 36685"
"261","chr1",148953490,148953620,131,"*",1441635,1441638,"R","chr1:148953490-148953620","3CpGs","130bp",0.806,0.473,0.334,0.261,0.255,0.0447,"M","PDE4DIP, NBPF9","145350, 149941"
"262","chr1",149142611,149143861,1251,"*",1443473,1443481,"R","chr1:149142611-149143861","8CpGs","1250bp",0.917,0.377,0.539,0.452,0.431,0.0219,"M","NBPF9, LOC124904395","-39050, 177871"
"263","chr1",149169948,149171073,1126,"*",1443771,1443782,"R","chr1:149169948-149171073","11CpGs","1125bp",0.877,0.396,0.481,0.396,0.385,0.0286,"M","NBPF9, LOC124904395","-66387, 150659"
