"","annotated_genes","seqnames","start","end","width","strand","startCpG","endCpG","target","region","lenCpG","bp","tg_mean","bg_mean","delta_means","delta_quants","delta_maxmin","ttest","direction","segment_id","dist_to_TSS","X","baseMean","log2FoldChange","lfcSE","pvalue","padj","RPMI8226_1_3b","JJN3_1_3b","OPM_4_1","MM1R_1_2","OPM_2_1","OPM_3_3","JJN3_4_2b","OPM_4_3","RPMI8226_4_1b","MM1R_3_1","MM1R_2_2","RPMI8226_2_3b","JJN3_2_2b","JJN3_3_3b","RPMI8226_3_2b","MM1R_4_2","type","description"
"458","ACAA2","chr18",50093502,50095368,1867,"*",24589792,24589809,"R","chr18:50093502-50095368","17CpGs","1866bp",0.0912,0.807,0.715,0.579,0.539,0.0302,"U","chr18:50093502-50095368",-279549,"ENSG00000167315",2278.92401601298,1.3893009709965,0.253240420155388,2.58477986800156e-09,3.99481131453309e-08,3074.99163289134,3736.45718035088,686.699604912582,1793.40210139756,783.437144353437,778.645194383676,3853.10803389173,733.176851287364,3377.97653512732,1594.25957188534,1625.2638296467,3745.8022320306,3013.04680317506,3400.04494569061,2619.6591394948,1646.81345568862,"protein_coding","acetyl-CoA acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:83]"
"476","ACADM","chr1",75208219,75208411,193,"*",960603,960607,"R","chr1:75208219-75208411","4CpGs","192bp",0.592,1,0.408,0.362,0.316,0.0474,"U","chr1:75208219-75208411",-516020,"ENSG00000117054",2350.47006880672,-0.85100182448176,0.320168808423256,0.00172514107219149,0.00704516052965004,2047.17356395393,902.08501207156,4079.56451675877,2310.89759413038,4608.73337295075,4058.97127363252,2450.87447178876,3874.3364984695,862.265669256332,2046.22071846049,2174.70679689168,981.122717960015,2076.53779680561,2330.92512178263,796.937890608241,2006.16808538636,"protein_coding","acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]"
"477","ACADM","chr1",75614520,75614818,299,"*",962903,962914,"R","chr1:75614520-75614818","11CpGs","298bp",0.111,0.689,0.578,0.451,0.423,0.04,"U","chr1:75614520-75614818",-109613,"ENSG00000117054",2350.47006880672,-0.85100182448176,0.320168808423256,0.00172514107219149,0.00704516052965004,2047.17356395393,902.08501207156,4079.56451675877,2310.89759413038,4608.73337295075,4058.97127363252,2450.87447178876,3874.3364984695,862.265669256332,2046.22071846049,2174.70679689168,981.122717960015,2076.53779680561,2330.92512178263,796.937890608241,2006.16808538636,"protein_coding","acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]"
"478","ACADM","chr1",75134670,75134715,46,"*",960034,960039,"R","chr1:75134670-75134715","5CpGs","45bp",0.907,0.121,0.786,0.625,0.572,0.0356,"M","chr1:75134670-75134715",-589716,"ENSG00000117054",2350.47006880672,-0.85100182448176,0.320168808423256,0.00172514107219149,0.00704516052965004,2047.17356395393,902.08501207156,4079.56451675877,2310.89759413038,4608.73337295075,4058.97127363252,2450.87447178876,3874.3364984695,862.265669256332,2046.22071846049,2174.70679689168,981.122717960015,2076.53779680561,2330.92512178263,796.937890608241,2006.16808538636,"protein_coding","acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]"
"479","ACADM","chr1",75476632,75476755,124,"*",962125,962132,"R","chr1:75476632-75476755","7CpGs","123bp",0.516,0.172,0.344,0.299,0.271,0.0271,"M","chr1:75476632-75476755",-247676,"ENSG00000117054",2350.47006880672,-0.85100182448176,0.320168808423256,0.00172514107219149,0.00704516052965004,2047.17356395393,902.08501207156,4079.56451675877,2310.89759413038,4608.73337295075,4058.97127363252,2450.87447178876,3874.3364984695,862.265669256332,2046.22071846049,2174.70679689168,981.122717960015,2076.53779680561,2330.92512178263,796.937890608241,2006.16808538636,"protein_coding","acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]"
"480","ACADM","chr1",75226360,75228203,1844,"*",960698,960707,"R","chr1:75226360-75228203","9CpGs","1843bp",0.111,0.733,0.622,0.503,0.444,0.0407,"U","chr1:75226360-75228203",-496228,"ENSG00000117054",2350.47006880672,-0.85100182448176,0.320168808423256,0.00172514107219149,0.00704516052965004,2047.17356395393,902.08501207156,4079.56451675877,2310.89759413038,4608.73337295075,4058.97127363252,2450.87447178876,3874.3364984695,862.265669256332,2046.22071846049,2174.70679689168,981.122717960015,2076.53779680561,2330.92512178263,796.937890608241,2006.16808538636,"protein_coding","acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]"
"481","ACADM","chr1",75616932,75617171,240,"*",963054,963062,"R","chr1:75616932-75617171","8CpGs","239bp",0.226,0.738,0.512,0.438,0.429,0.0194,"U","chr1:75616932-75617171",-107260,"ENSG00000117054",2350.47006880672,-0.85100182448176,0.320168808423256,0.00172514107219149,0.00704516052965004,2047.17356395393,902.08501207156,4079.56451675877,2310.89759413038,4608.73337295075,4058.97127363252,2450.87447178876,3874.3364984695,862.265669256332,2046.22071846049,2174.70679689168,981.122717960015,2076.53779680561,2330.92512178263,796.937890608241,2006.16808538636,"protein_coding","acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]"
"482","ACADM","chr1",75516236,75516253,18,"*",962346,962350,"R","chr1:75516236-75516253","4CpGs","17bp",0.603,0.956,0.353,0.279,0.245,0.0452,"U","chr1:75516236-75516253",-208178,"ENSG00000117054",2350.47006880672,-0.85100182448176,0.320168808423256,0.00172514107219149,0.00704516052965004,2047.17356395393,902.08501207156,4079.56451675877,2310.89759413038,4608.73337295075,4058.97127363252,2450.87447178876,3874.3364984695,862.265669256332,2046.22071846049,2174.70679689168,981.122717960015,2076.53779680561,2330.92512178263,796.937890608241,2006.16808538636,"protein_coding","acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]"
"483","ACADM","chr1",75653313,75655014,1702,"*",963243,963254,"R","chr1:75653313-75655014","11CpGs","1701bp",0.0819,0.433,0.351,0.332,0.317,0.00702,"U","chr1:75653313-75655014",-69417,"ENSG00000117054",2350.47006880672,-0.85100182448176,0.320168808423256,0.00172514107219149,0.00704516052965004,2047.17356395393,902.08501207156,4079.56451675877,2310.89759413038,4608.73337295075,4058.97127363252,2450.87447178876,3874.3364984695,862.265669256332,2046.22071846049,2174.70679689168,981.122717960015,2076.53779680561,2330.92512178263,796.937890608241,2006.16808538636,"protein_coding","acyl-CoA dehydrogenase medium chain [Source:HGNC Symbol;Acc:HGNC:89]"
"484","ACADS","chr12",120753383,120753416,34,"*",18867904,18867907,"R","chr12:120753383-120753416","3CpGs","33bp",0.577,0.958,0.381,0.321,0.298,0.0231,"U","chr12:120753383-120753416",27609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"485","ACADVL","chr17",7215398,7215449,52,"*",23013748,23013751,"R","chr17:7215398-7215449","3CpGs","51bp",0.481,0.00581,0.475,0.436,0.402,0.0194,"M","chr17:7215398-7215449",-1676,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"486","ACADVL","chr17",7199389,7199410,22,"*",23013327,23013330,"R","chr17:7199389-7199410","3CpGs","21bp",0.889,0.365,0.524,0.447,0.417,0.0205,"M","chr17:7199389-7199410",-17715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"487","ACADVL","chr17",7203530,7203557,28,"*",23013408,23013413,"R","chr17:7203530-7203557","5CpGs","27bp",0.957,0.4,0.557,0.548,0.543,0.000374,"M","chr17:7203530-7203557",-13568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"488","ACADVL","chr17",7205465,7205499,35,"*",23013481,23013484,"R","chr17:7205465-7205499","3CpGs","34bp",0.568,0.0797,0.489,0.426,0.408,0.0141,"M","chr17:7205465-7205499",-11626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"489","ACADVL","chr17",7201004,7201056,53,"*",23013363,23013366,"R","chr17:7201004-7201056","3CpGs","52bp",0.547,0.0208,0.526,0.46,0.413,0.0311,"M","chr17:7201004-7201056",-16069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"490","ACADVL","chr17",7205948,7206044,97,"*",23013499,23013503,"R","chr17:7205948-7206044","4CpGs","96bp",0.864,0.317,0.547,0.488,0.465,0.0111,"M","chr17:7205948-7206044",-11081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"491","ACADVL","chr17",7217797,7217875,79,"*",23013797,23013800,"R","chr17:7217797-7217875","3CpGs","78bp",0.768,0.0888,0.679,0.648,0.625,0.00446,"M","chr17:7217797-7217875",672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494","ACAT1","chr11",108174652,108174819,168,"*",17476544,17476553,"R","chr11:108174652-108174819","9CpGs","167bp",0.579,0,0.579,0.519,0.458,0.0409,"M","chr11:108174652-108174819",57957,"ENSG00000075239",4259.31790412679,0.659943225346781,0.24850874698187,0.00290841950058082,0.0109427561001597,6505.41137046013,3706.62168384268,3434.31068681724,2612.95192533167,4539.02410227016,3807.37229045494,7830.01395295471,3696.43329190713,5218.83065129127,2367.55174461202,2482.79025978467,4345.1305891555,6084.9235439319,6905.78234545577,2244.5865359333,2367.35149182556,"protein_coding","acetyl-CoA acetyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:93]"
"536","ACLY","chr17",41950130,41950172,43,"*",23504574,23504577,"R","chr17:41950130-41950172","3CpGs","42bp",0.689,0.201,0.487,0.393,0.367,0.0313,"M","chr17:41950130-41950172",-19588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"541","ACO1","chr9",32322933,32323548,616,"*",14018285,14018291,"R","chr9:32322933-32323548","6CpGs","615bp",0.194,0.767,0.572,0.495,0.478,0.0156,"U","chr9:32322933-32323548",-61055,"ENSG00000122729",1003.69816486463,-0.41798530823699,0.113877288195687,0.000156365703175063,0.000885661747680416,768.555576997359,909.982643500202,1201.9274741606,1179.83149608987,1206.4456732561,1382.00578911283,1109.32614751482,1090.7802664986,707.168632387956,989.737700727861,1109.59471795951,729.182834501957,814.874135423334,843.100575963931,943.165026499662,1073.49194723955,"protein_coding","aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]"
"542","ACO1","chr9",32184049,32184149,101,"*",14017465,14017468,"R","chr9:32184049-32184149","3CpGs","100bp",0.0385,0.369,0.331,0.306,0.287,0.0135,"U","chr9:32184049-32184149",-200454,"ENSG00000122729",1003.69816486463,-0.41798530823699,0.113877288195687,0.000156365703175063,0.000885661747680416,768.555576997359,909.982643500202,1201.9274741606,1179.83149608987,1206.4456732561,1382.00578911283,1109.32614751482,1090.7802664986,707.168632387956,989.737700727861,1109.59471795951,729.182834501957,814.874135423334,843.100575963931,943.165026499662,1073.49194723955,"protein_coding","aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]"
"543","ACO1","chr9",31488086,31488473,388,"*",14013603,14013606,"R","chr9:31488086-31488473","3CpGs","387bp",0.78,0.45,0.33,0.256,0.227,0.0454,"M","chr9:31488086-31488473",-896130,"ENSG00000122729",1003.69816486463,-0.41798530823699,0.113877288195687,0.000156365703175063,0.000885661747680416,768.555576997359,909.982643500202,1201.9274741606,1179.83149608987,1206.4456732561,1382.00578911283,1109.32614751482,1090.7802664986,707.168632387956,989.737700727861,1109.59471795951,729.182834501957,814.874135423334,843.100575963931,943.165026499662,1073.49194723955,"protein_coding","aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]"
"544","ACO1","chr9",31409955,31411807,1853,"*",14013197,14013205,"R","chr9:31409955-31411807","8CpGs","1852bp",0.456,0.143,0.313,0.291,0.269,0.0193,"M","chr9:31409955-31411807",-972796,"ENSG00000122729",1003.69816486463,-0.41798530823699,0.113877288195687,0.000156365703175063,0.000885661747680416,768.555576997359,909.982643500202,1201.9274741606,1179.83149608987,1206.4456732561,1382.00578911283,1109.32614751482,1090.7802664986,707.168632387956,989.737700727861,1109.59471795951,729.182834501957,814.874135423334,843.100575963931,943.165026499662,1073.49194723955,"protein_coding","aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]"
"545","ACO1","chr9",32149450,32149841,392,"*",14017226,14017233,"R","chr9:32149450-32149841","7CpGs","391bp",0.0278,0.583,0.556,0.462,0.444,0.0241,"U","chr9:32149450-32149841",-234762,"ENSG00000122729",1003.69816486463,-0.41798530823699,0.113877288195687,0.000156365703175063,0.000885661747680416,768.555576997359,909.982643500202,1201.9274741606,1179.83149608987,1206.4456732561,1382.00578911283,1109.32614751482,1090.7802664986,707.168632387956,989.737700727861,1109.59471795951,729.182834501957,814.874135423334,843.100575963931,943.165026499662,1073.49194723955,"protein_coding","aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]"
"546","ACO1","chr9",32268678,32269426,749,"*",14018000,14018003,"R","chr9:32268678-32269426","3CpGs","748bp",0.155,0.464,0.31,0.27,0.262,0.0145,"U","chr9:32268678-32269426",-115177,"ENSG00000122729",1003.69816486463,-0.41798530823699,0.113877288195687,0.000156365703175063,0.000885661747680416,768.555576997359,909.982643500202,1201.9274741606,1179.83149608987,1206.4456732561,1382.00578911283,1109.32614751482,1090.7802664986,707.168632387956,989.737700727861,1109.59471795951,729.182834501957,814.874135423334,843.100575963931,943.165026499662,1073.49194723955,"protein_coding","aconitase 1 [Source:HGNC Symbol;Acc:HGNC:117]"
"566","ACOX3","chr4",8508031,8509990,1960,"*",6407066,6407120,"R","chr4:8508031-8509990","54CpGs","1959bp",0.438,0.0288,0.409,0.337,0.292,0.0473,"M","chr4:8508031-8509990",-67308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"592","ACSBG1","chr15",78171014,78171086,73,"*",21458615,21458619,"R","chr15:78171014-78171086","4CpGs","72bp",0.945,0.463,0.483,0.446,0.426,0.0075,"M","chr15:78171014-78171086",74602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"593","ACSBG2","chr19",6015892,6015944,53,"*",25065287,25065291,"R","chr19:6015892-6015944","4CpGs","52bp",1,0.681,0.319,0.287,0.286,0.0109,"M","chr19:6015892-6015944",-119303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"594","ACSBG2","chr19",6114751,6114824,74,"*",25067107,25067112,"R","chr19:6114751-6114824","5CpGs","73bp",0.942,0.441,0.501,0.414,0.4,0.027,"M","chr19:6114751-6114824",-20423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"595","ACSBG2","chr19",6124825,6124838,14,"*",25067240,25067243,"R","chr19:6124825-6124838","3CpGs","13bp",0.91,0.26,0.651,0.503,0.466,0.0418,"M","chr19:6124825-6124838",-10409,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"596","ACSBG2","chr19",6145336,6145363,28,"*",25067569,25067572,"R","chr19:6145336-6145363","3CpGs","27bp",0.747,0.387,0.36,0.279,0.246,0.0473,"M","chr19:6145336-6145363",10089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"597","ACSBG2","chr19",6164826,6164858,33,"*",25067905,25067908,"R","chr19:6164826-6164858","3CpGs","32bp",0.789,0.092,0.697,0.629,0.607,0.00833,"M","chr19:6164826-6164858",29579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"610","ACSL1","chr4",184945656,184946821,1166,"*",7679333,7679340,"R","chr4:184945656-184946821","7CpGs","1165bp",0,0.367,0.367,0.3,0.296,0.0351,"U","chr4:184945656-184946821",-118838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"611","ACSL1","chr4",184825194,184825241,48,"*",7677759,7677764,"R","chr4:184825194-184825241","5CpGs","47bp",0.00571,0.371,0.366,0.288,0.282,0.0431,"U","chr4:184825194-184825241",1577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"612","ACSL1","chr4",184789699,184790016,318,"*",7677287,7677290,"R","chr4:184789699-184790016","3CpGs","317bp",0.798,0.33,0.468,0.378,0.35,0.0315,"M","chr4:184789699-184790016",36802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"613","ACSL3","chr2",223000095,223002064,1970,"*",4318805,4318825,"R","chr2:223000095-223002064","20CpGs","1969bp",0.0795,0.594,0.515,0.419,0.408,0.0326,"U","chr2:223000095-223002064",139153,"ENSG00000123983",3471.24264325616,-1.05462646233845,0.307604382347745,7.77174082585066e-05,0.000477527899237592,1717.90250594104,2483.36632700634,7384.66190513684,2834.94366272057,6518.60895943825,8348.07811007675,2057.63413065659,6156.52914831008,2176.89769604543,2586.85778619912,2509.97409474582,2409.52196910768,1762.51312998393,1789.45454936992,2452.96020457858,2349.97811278165,"protein_coding","acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]"
"614","ACSL3","chr2",222825387,222827232,1846,"*",4316951,4316962,"R","chr2:222825387-222827232","11CpGs","1845bp",0,0.5,0.5,0.405,0.4,0.0377,"U","chr2:222825387-222827232",-33710,"ENSG00000123983",3471.24264325616,-1.05462646233845,0.307604382347745,7.77174082585066e-05,0.000477527899237592,1717.90250594104,2483.36632700634,7384.66190513684,2834.94366272057,6518.60895943825,8348.07811007675,2057.63413065659,6156.52914831008,2176.89769604543,2586.85778619912,2509.97409474582,2409.52196910768,1762.51312998393,1789.45454936992,2452.96020457858,2349.97811278165,"protein_coding","acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]"
"615","ACSL3","chr2",222754051,222755433,1383,"*",4316161,4316172,"R","chr2:222754051-222755433","11CpGs","1382bp",0.198,0.633,0.436,0.382,0.359,0.0156,"U","chr2:222754051-222755433",-105509,"ENSG00000123983",3471.24264325616,-1.05462646233845,0.307604382347745,7.77174082585066e-05,0.000477527899237592,1717.90250594104,2483.36632700634,7384.66190513684,2834.94366272057,6518.60895943825,8348.07811007675,2057.63413065659,6156.52914831008,2176.89769604543,2586.85778619912,2509.97409474582,2409.52196910768,1762.51312998393,1789.45454936992,2452.96020457858,2349.97811278165,"protein_coding","acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]"
"616","ACSL3","chr2",222712905,222714461,1557,"*",4315773,4315786,"R","chr2:222712905-222714461","13CpGs","1556bp",0.528,0.978,0.45,0.384,0.337,0.0404,"U","chr2:222712905-222714461",-146481,"ENSG00000123983",3471.24264325616,-1.05462646233845,0.307604382347745,7.77174082585066e-05,0.000477527899237592,1717.90250594104,2483.36632700634,7384.66190513684,2834.94366272057,6518.60895943825,8348.07811007675,2057.63413065659,6156.52914831008,2176.89769604543,2586.85778619912,2509.97409474582,2409.52196910768,1762.51312998393,1789.45454936992,2452.96020457858,2349.97811278165,"protein_coding","acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]"
"617","ACSL3","chr2",222972781,222973423,643,"*",4318636,4318645,"R","chr2:222972781-222973423","9CpGs","642bp",0.268,0.787,0.52,0.421,0.4,0.0307,"U","chr2:222972781-222973423",111839,"ENSG00000123983",3471.24264325616,-1.05462646233845,0.307604382347745,7.77174082585066e-05,0.000477527899237592,1717.90250594104,2483.36632700634,7384.66190513684,2834.94366272057,6518.60895943825,8348.07811007675,2057.63413065659,6156.52914831008,2176.89769604543,2586.85778619912,2509.97409474582,2409.52196910768,1762.51312998393,1789.45454936992,2452.96020457858,2349.97811278165,"protein_coding","acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]"
"618","ACSL3","chr2",222741088,222741309,222,"*",4316018,4316023,"R","chr2:222741088-222741309","5CpGs","221bp",0.662,1,0.338,0.319,0.3,0.0121,"U","chr2:222741088-222741309",-119633,"ENSG00000123983",3471.24264325616,-1.05462646233845,0.307604382347745,7.77174082585066e-05,0.000477527899237592,1717.90250594104,2483.36632700634,7384.66190513684,2834.94366272057,6518.60895943825,8348.07811007675,2057.63413065659,6156.52914831008,2176.89769604543,2586.85778619912,2509.97409474582,2409.52196910768,1762.51312998393,1789.45454936992,2452.96020457858,2349.97811278165,"protein_coding","acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]"
"619","ACSL3","chr2",222699152,222699741,590,"*",4315582,4315594,"R","chr2:222699152-222699741","12CpGs","589bp",0.155,0.783,0.628,0.483,0.458,0.0453,"U","chr2:222699152-222699741",-161201,"ENSG00000123983",3471.24264325616,-1.05462646233845,0.307604382347745,7.77174082585066e-05,0.000477527899237592,1717.90250594104,2483.36632700634,7384.66190513684,2834.94366272057,6518.60895943825,8348.07811007675,2057.63413065659,6156.52914831008,2176.89769604543,2586.85778619912,2509.97409474582,2409.52196910768,1762.51312998393,1789.45454936992,2452.96020457858,2349.97811278165,"protein_coding","acyl-CoA synthetase long chain family member 3 [Source:HGNC Symbol;Acc:HGNC:3570]"
"620","ACSL4","chrX",109730057,109730145,89,"*",28790836,28790839,"R","chrX:109730057-109730145","3CpGs","88bp",0.919,0.566,0.353,0.305,0.298,0.0166,"M","chrX:109730057-109730145",3258,"ENSG00000068366",3105.77132052236,-0.646160274910171,0.212017355383473,0.000887904276337943,0.00399716744342337,1944.08402709943,2349.10659271942,5043.38195039939,3161.01677206558,6168.47830442893,5233.49733254204,2593.2824965609,3435.86798936628,2628.34085693017,2695.55730246403,2794.99248555056,2776.88805467869,2028.04284825846,2313.03870647771,2150.27003328334,2376.49537553288,"protein_coding","acyl-CoA synthetase long chain family member 4 [Source:HGNC Symbol;Acc:HGNC:3571]"
